"D"	"H"	"P"
"ENSG00000131797"	FALSE	FALSE	FALSE
"ENSG00000131828"	FALSE	FALSE	FALSE
"ENSG00000131831"	FALSE	FALSE	FALSE
"ENSG00000131844"	FALSE	TRUE	FALSE
"ENSG00000131845"	FALSE	FALSE	FALSE
"ENSG00000131848"	FALSE	FALSE	FALSE
"ENSG00000131849"	FALSE	FALSE	FALSE
"ENSG00000131871"	FALSE	TRUE	FALSE
"ENSG00000131873"	TRUE	FALSE	FALSE
"ENSG00000131876"	FALSE	FALSE	FALSE
"ENSG00000131899"	TRUE	TRUE	FALSE
"ENSG00000131910"	TRUE	TRUE	FALSE
"ENSG00000131931"	FALSE	FALSE	FALSE
"ENSG00000131941"	TRUE	TRUE	FALSE
"ENSG00000131943"	TRUE	TRUE	FALSE
"ENSG00000131944"	FALSE	FALSE	FALSE
"ENSG00000131966"	FALSE	FALSE	FALSE
"ENSG00000131979"	FALSE	FALSE	FALSE
"ENSG00000131981"	FALSE	FALSE	FALSE
"ENSG00000132000"	FALSE	FALSE	FALSE
"ENSG00000132002"	FALSE	FALSE	FALSE
"ENSG00000132003"	FALSE	TRUE	FALSE
"ENSG00000132004"	TRUE	FALSE	FALSE
"ENSG00000132005"	FALSE	FALSE	FALSE
"ENSG00000132016"	TRUE	FALSE	FALSE
"ENSG00000132017"	FALSE	FALSE	FALSE
"ENSG00000132024"	FALSE	FALSE	FALSE
"ENSG00000132031"	TRUE	TRUE	FALSE
"ENSG00000132109"	FALSE	FALSE	FALSE
"ENSG00000132122"	FALSE	FALSE	FALSE
"ENSG00000132128"	FALSE	FALSE	FALSE
"ENSG00000132141"	FALSE	FALSE	FALSE
"ENSG00000132142"	FALSE	FALSE	FALSE
"ENSG00000132153"	FALSE	FALSE	FALSE
"ENSG00000132155"	TRUE	FALSE	FALSE
"ENSG00000132170"	TRUE	TRUE	FALSE
"ENSG00000132182"	TRUE	TRUE	TRUE
"ENSG00000132185"	TRUE	TRUE	FALSE
"ENSG00000132196"	FALSE	FALSE	FALSE
"ENSG00000132199"	FALSE	FALSE	FALSE
"ENSG00000132205"	FALSE	FALSE	FALSE
"ENSG00000132254"	FALSE	FALSE	FALSE
"ENSG00000132256"	FALSE	FALSE	FALSE
"ENSG00000132274"	FALSE	FALSE	FALSE
"ENSG00000132275"	FALSE	FALSE	FALSE
"ENSG00000132286"	FALSE	FALSE	FALSE
"ENSG00000132294"	FALSE	FALSE	FALSE
"ENSG00000132300"	FALSE	FALSE	FALSE
"ENSG00000132305"	FALSE	FALSE	FALSE
"ENSG00000132313"	FALSE	FALSE	FALSE
"ENSG00000132321"	TRUE	TRUE	FALSE
"ENSG00000132323"	FALSE	FALSE	FALSE
"ENSG00000132326"	TRUE	TRUE	FALSE
"ENSG00000132329"	FALSE	FALSE	FALSE
"ENSG00000132330"	FALSE	FALSE	FALSE
"ENSG00000132334"	TRUE	FALSE	FALSE
"ENSG00000132341"	FALSE	FALSE	FALSE
"ENSG00000132356"	TRUE	FALSE	FALSE
"ENSG00000132357"	TRUE	TRUE	FALSE
"ENSG00000132359"	TRUE	TRUE	FALSE
"ENSG00000132361"	FALSE	FALSE	FALSE
"ENSG00000132376"	FALSE	FALSE	FALSE
"ENSG00000132382"	FALSE	FALSE	FALSE
"ENSG00000132383"	FALSE	FALSE	FALSE
"ENSG00000132386"	FALSE	FALSE	FALSE
"ENSG00000132388"	FALSE	FALSE	FALSE
"ENSG00000132394"	TRUE	FALSE	FALSE
"ENSG00000132405"	FALSE	FALSE	FALSE
"ENSG00000132406"	FALSE	FALSE	FALSE
"ENSG00000132423"	FALSE	FALSE	FALSE
"ENSG00000132424"	FALSE	FALSE	FALSE
"ENSG00000132429"	TRUE	TRUE	FALSE
"ENSG00000132432"	FALSE	FALSE	FALSE
"ENSG00000132434"	FALSE	FALSE	FALSE
"ENSG00000132436"	FALSE	FALSE	FALSE
"ENSG00000132463"	FALSE	FALSE	FALSE
"ENSG00000132464"	TRUE	TRUE	FALSE
"ENSG00000132465"	TRUE	TRUE	FALSE
"ENSG00000132466"	FALSE	FALSE	FALSE
"ENSG00000132467"	FALSE	FALSE	FALSE
"ENSG00000132470"	FALSE	FALSE	FALSE
"ENSG00000132471"	FALSE	FALSE	FALSE
"ENSG00000132475"	FALSE	FALSE	FALSE
"ENSG00000132478"	FALSE	FALSE	FALSE
"ENSG00000132481"	FALSE	FALSE	FALSE
"ENSG00000132485"	FALSE	FALSE	FALSE
"ENSG00000132507"	FALSE	FALSE	FALSE
"ENSG00000132510"	FALSE	FALSE	FALSE
"ENSG00000132514"	FALSE	FALSE	FALSE
"ENSG00000132522"	FALSE	FALSE	FALSE
"ENSG00000132530"	TRUE	TRUE	TRUE
"ENSG00000132535"	FALSE	FALSE	FALSE
"ENSG00000132541"	TRUE	TRUE	TRUE
"ENSG00000132549"	TRUE	FALSE	FALSE
"ENSG00000132554"	FALSE	FALSE	FALSE
"ENSG00000132561"	TRUE	TRUE	TRUE
"ENSG00000132563"	TRUE	TRUE	FALSE
"ENSG00000132570"	FALSE	FALSE	FALSE
"ENSG00000132581"	FALSE	FALSE	FALSE
"ENSG00000132589"	FALSE	FALSE	FALSE
"ENSG00000132591"	FALSE	FALSE	FALSE
"ENSG00000132600"	TRUE	FALSE	FALSE
"ENSG00000132603"	FALSE	FALSE	FALSE
"ENSG00000132604"	FALSE	FALSE	FALSE
"ENSG00000132612"	FALSE	FALSE	FALSE
"ENSG00000132613"	FALSE	FALSE	FALSE
"ENSG00000132622"	FALSE	FALSE	FALSE
"ENSG00000132623"	FALSE	FALSE	FALSE
"ENSG00000132635"	TRUE	FALSE	FALSE
"ENSG00000132639"	TRUE	FALSE	FALSE
"ENSG00000132640"	FALSE	FALSE	FALSE
"ENSG00000132646"	FALSE	FALSE	FALSE
"ENSG00000132661"	FALSE	FALSE	FALSE
"ENSG00000132664"	FALSE	FALSE	FALSE
"ENSG00000132669"	FALSE	FALSE	FALSE
"ENSG00000132670"	FALSE	FALSE	FALSE
"ENSG00000132676"	FALSE	FALSE	FALSE
"ENSG00000132680"	FALSE	FALSE	FALSE
"ENSG00000132681"	TRUE	TRUE	TRUE
"ENSG00000132688"	TRUE	TRUE	TRUE
"ENSG00000132692"	FALSE	FALSE	FALSE
"ENSG00000132694"	FALSE	FALSE	FALSE
"ENSG00000132702"	TRUE	TRUE	TRUE
"ENSG00000132716"	FALSE	FALSE	FALSE
"ENSG00000132718"	TRUE	TRUE	FALSE
"ENSG00000132740"	FALSE	FALSE	FALSE
"ENSG00000132763"	FALSE	FALSE	FALSE
"ENSG00000132768"	FALSE	FALSE	FALSE
"ENSG00000132773"	FALSE	FALSE	FALSE
"ENSG00000132780"	FALSE	FALSE	FALSE
"ENSG00000132781"	TRUE	FALSE	FALSE
"ENSG00000132792"	FALSE	FALSE	FALSE
"ENSG00000132793"	FALSE	FALSE	FALSE
"ENSG00000132801"	FALSE	FALSE	FALSE
"ENSG00000132819"	FALSE	FALSE	FALSE
"ENSG00000132821"	TRUE	TRUE	FALSE
"ENSG00000132823"	FALSE	FALSE	FALSE
"ENSG00000132824"	FALSE	FALSE	FALSE
"ENSG00000132825"	FALSE	TRUE	FALSE
"ENSG00000132837"	FALSE	FALSE	FALSE
"ENSG00000132840"	TRUE	TRUE	FALSE
"ENSG00000132842"	TRUE	FALSE	FALSE
"ENSG00000132846"	FALSE	FALSE	FALSE
"ENSG00000132849"	FALSE	TRUE	FALSE
"ENSG00000132879"	TRUE	TRUE	FALSE
"ENSG00000132881"	TRUE	TRUE	FALSE
"ENSG00000132906"	TRUE	FALSE	FALSE
"ENSG00000132912"	FALSE	FALSE	FALSE
"ENSG00000132915"	TRUE	TRUE	FALSE
"ENSG00000132932"	TRUE	TRUE	FALSE
"ENSG00000132938"	TRUE	TRUE	FALSE
"ENSG00000132950"	TRUE	FALSE	FALSE
"ENSG00000132952"	FALSE	FALSE	FALSE
"ENSG00000132953"	TRUE	TRUE	FALSE
"ENSG00000132963"	FALSE	FALSE	FALSE
"ENSG00000132964"	FALSE	FALSE	FALSE
"ENSG00000132965"	TRUE	TRUE	FALSE
"ENSG00000132967"	FALSE	FALSE	FALSE
"ENSG00000132970"	TRUE	TRUE	FALSE
"ENSG00000133019"	FALSE	TRUE	FALSE
"ENSG00000133026"	TRUE	TRUE	TRUE
"ENSG00000133027"	FALSE	FALSE	FALSE
"ENSG00000133028"	FALSE	FALSE	FALSE
"ENSG00000133030"	FALSE	FALSE	FALSE
"ENSG00000133048"	TRUE	FALSE	FALSE
"ENSG00000133056"	FALSE	TRUE	FALSE
"ENSG00000133059"	FALSE	FALSE	FALSE
"ENSG00000133065"	TRUE	TRUE	FALSE
"ENSG00000133067"	TRUE	TRUE	FALSE
"ENSG00000133069"	FALSE	TRUE	FALSE
"ENSG00000133083"	TRUE	TRUE	FALSE
"ENSG00000133101"	TRUE	TRUE	FALSE
"ENSG00000133103"	FALSE	FALSE	FALSE
"ENSG00000133104"	FALSE	FALSE	FALSE
"ENSG00000133106"	TRUE	TRUE	TRUE
"ENSG00000133107"	TRUE	TRUE	FALSE
"ENSG00000133110"	TRUE	TRUE	FALSE
"ENSG00000133111"	FALSE	FALSE	FALSE
"ENSG00000133112"	FALSE	FALSE	FALSE
"ENSG00000133114"	FALSE	FALSE	FALSE
"ENSG00000133116"	FALSE	FALSE	FALSE
"ENSG00000133119"	FALSE	FALSE	FALSE
"ENSG00000133121"	TRUE	TRUE	FALSE
"ENSG00000133131"	TRUE	TRUE	FALSE
"ENSG00000133134"	TRUE	TRUE	FALSE
"ENSG00000133136"	FALSE	FALSE	FALSE
"ENSG00000133138"	TRUE	FALSE	FALSE
"ENSG00000133142"	FALSE	FALSE	FALSE
"ENSG00000133169"	TRUE	TRUE	FALSE
"ENSG00000133193"	FALSE	FALSE	FALSE
"ENSG00000133195"	TRUE	TRUE	FALSE
"ENSG00000133216"	TRUE	FALSE	FALSE
"ENSG00000133226"	FALSE	FALSE	FALSE
"ENSG00000133243"	FALSE	FALSE	FALSE
"ENSG00000133246"	TRUE	TRUE	FALSE
"ENSG00000133247"	TRUE	TRUE	FALSE
"ENSG00000133250"	TRUE	FALSE	FALSE
"ENSG00000133256"	TRUE	TRUE	FALSE
"ENSG00000133265"	TRUE	FALSE	FALSE
"ENSG00000133275"	FALSE	FALSE	FALSE
"ENSG00000133302"	FALSE	FALSE	FALSE
"ENSG00000133313"	FALSE	FALSE	FALSE
"ENSG00000133315"	TRUE	FALSE	FALSE
"ENSG00000133316"	FALSE	FALSE	FALSE
"ENSG00000133317"	FALSE	FALSE	FALSE
"ENSG00000133318"	FALSE	FALSE	FALSE
"ENSG00000133321"	TRUE	FALSE	FALSE
"ENSG00000133392"	TRUE	TRUE	FALSE
"ENSG00000133393"	FALSE	FALSE	FALSE
"ENSG00000133398"	FALSE	FALSE	FALSE
"ENSG00000133401"	TRUE	TRUE	FALSE
"ENSG00000133422"	FALSE	FALSE	FALSE
"ENSG00000133424"	FALSE	FALSE	FALSE
"ENSG00000133433"	FALSE	FALSE	FALSE
"ENSG00000133454"	FALSE	FALSE	FALSE
"ENSG00000133460"	FALSE	FALSE	FALSE
"ENSG00000133466"	TRUE	TRUE	TRUE
"ENSG00000133477"	TRUE	TRUE	TRUE
"ENSG00000133561"	TRUE	FALSE	FALSE
"ENSG00000133574"	FALSE	TRUE	FALSE
"ENSG00000133597"	FALSE	FALSE	FALSE
"ENSG00000133606"	FALSE	FALSE	FALSE
"ENSG00000133612"	FALSE	FALSE	FALSE
"ENSG00000133619"	FALSE	FALSE	FALSE
"ENSG00000133624"	FALSE	FALSE	FALSE
"ENSG00000133627"	FALSE	FALSE	FALSE
"ENSG00000133639"	FALSE	FALSE	FALSE
"ENSG00000133641"	TRUE	TRUE	FALSE
"ENSG00000133657"	FALSE	FALSE	FALSE
"ENSG00000133661"	TRUE	TRUE	FALSE
"ENSG00000133678"	FALSE	FALSE	FALSE
"ENSG00000133687"	TRUE	TRUE	TRUE
"ENSG00000133703"	TRUE	TRUE	FALSE
"ENSG00000133704"	FALSE	FALSE	FALSE
"ENSG00000133706"	FALSE	FALSE	FALSE
"ENSG00000133710"	FALSE	FALSE	FALSE
"ENSG00000133731"	TRUE	FALSE	FALSE
"ENSG00000133739"	FALSE	FALSE	FALSE
"ENSG00000133740"	FALSE	FALSE	FALSE
"ENSG00000133773"	FALSE	FALSE	FALSE
"ENSG00000133789"	FALSE	FALSE	FALSE
"ENSG00000133794"	TRUE	TRUE	FALSE
"ENSG00000133800"	TRUE	TRUE	TRUE
"ENSG00000133805"	FALSE	FALSE	FALSE
"ENSG00000133812"	TRUE	FALSE	FALSE
"ENSG00000133816"	FALSE	FALSE	FALSE
"ENSG00000133818"	FALSE	FALSE	FALSE
"ENSG00000133835"	TRUE	TRUE	FALSE
"ENSG00000133858"	FALSE	FALSE	FALSE
"ENSG00000133872"	FALSE	FALSE	FALSE
"ENSG00000133874"	FALSE	FALSE	FALSE
"ENSG00000133878"	TRUE	TRUE	FALSE
"ENSG00000133884"	FALSE	FALSE	FALSE
"ENSG00000133895"	FALSE	FALSE	FALSE
"ENSG00000133935"	FALSE	FALSE	FALSE
"ENSG00000133943"	FALSE	FALSE	FALSE
"ENSG00000133958"	FALSE	FALSE	FALSE
"ENSG00000133961"	FALSE	FALSE	FALSE
"ENSG00000133983"	FALSE	FALSE	FALSE
"ENSG00000133985"	TRUE	TRUE	FALSE
"ENSG00000133997"	FALSE	FALSE	FALSE
"ENSG00000134001"	FALSE	FALSE	FALSE
"ENSG00000134013"	TRUE	TRUE	FALSE
"ENSG00000134014"	FALSE	FALSE	FALSE
"ENSG00000134020"	TRUE	TRUE	FALSE
"ENSG00000134030"	FALSE	FALSE	FALSE
"ENSG00000134042"	TRUE	TRUE	TRUE
"ENSG00000134046"	TRUE	TRUE	FALSE
"ENSG00000134049"	FALSE	FALSE	FALSE
"ENSG00000134056"	FALSE	FALSE	FALSE
"ENSG00000134057"	FALSE	FALSE	FALSE
"ENSG00000134058"	FALSE	FALSE	FALSE
"ENSG00000134061"	TRUE	TRUE	FALSE
"ENSG00000134070"	FALSE	FALSE	FALSE
"ENSG00000134072"	FALSE	FALSE	FALSE
"ENSG00000134077"	FALSE	FALSE	FALSE
"ENSG00000134086"	FALSE	FALSE	FALSE
"ENSG00000134107"	FALSE	TRUE	FALSE
"ENSG00000134108"	FALSE	FALSE	FALSE
"ENSG00000134109"	TRUE	FALSE	FALSE
"ENSG00000134121"	TRUE	TRUE	FALSE
"ENSG00000134138"	FALSE	FALSE	FALSE
"ENSG00000134146"	FALSE	FALSE	FALSE
"ENSG00000134152"	FALSE	FALSE	FALSE
"ENSG00000134153"	FALSE	TRUE	FALSE
"ENSG00000134186"	FALSE	FALSE	FALSE
"ENSG00000134198"	FALSE	FALSE	FALSE
"ENSG00000134201"	TRUE	TRUE	TRUE
"ENSG00000134202"	TRUE	TRUE	FALSE
"ENSG00000134215"	FALSE	FALSE	FALSE
"ENSG00000134222"	TRUE	TRUE	FALSE
"ENSG00000134240"	TRUE	TRUE	FALSE
"ENSG00000134242"	TRUE	FALSE	FALSE
"ENSG00000134243"	FALSE	FALSE	FALSE
"ENSG00000134245"	FALSE	FALSE	FALSE
"ENSG00000134247"	TRUE	TRUE	TRUE
"ENSG00000134248"	FALSE	FALSE	FALSE
"ENSG00000134250"	FALSE	TRUE	FALSE
"ENSG00000134253"	TRUE	TRUE	FALSE
"ENSG00000134255"	FALSE	FALSE	FALSE
"ENSG00000134256"	FALSE	FALSE	FALSE
"ENSG00000134259"	TRUE	TRUE	FALSE
"ENSG00000134262"	FALSE	FALSE	FALSE
"ENSG00000134265"	FALSE	FALSE	FALSE
"ENSG00000134278"	FALSE	FALSE	FALSE
"ENSG00000134283"	FALSE	FALSE	FALSE
"ENSG00000134285"	FALSE	FALSE	FALSE
"ENSG00000134287"	FALSE	FALSE	FALSE
"ENSG00000134291"	FALSE	FALSE	FALSE
"ENSG00000134294"	TRUE	TRUE	FALSE
"ENSG00000134297"	FALSE	FALSE	FALSE
"ENSG00000134308"	FALSE	FALSE	FALSE
"ENSG00000134313"	FALSE	FALSE	FALSE
"ENSG00000134317"	FALSE	TRUE	FALSE
"ENSG00000134318"	FALSE	FALSE	FALSE
"ENSG00000134321"	TRUE	TRUE	TRUE
"ENSG00000134323"	TRUE	TRUE	FALSE
"ENSG00000134324"	TRUE	TRUE	TRUE
"ENSG00000134326"	FALSE	TRUE	FALSE
"ENSG00000134330"	FALSE	FALSE	FALSE
"ENSG00000134333"	TRUE	TRUE	FALSE
"ENSG00000134352"	TRUE	TRUE	FALSE
"ENSG00000134363"	TRUE	TRUE	FALSE
"ENSG00000134369"	TRUE	FALSE	FALSE
"ENSG00000134371"	TRUE	FALSE	FALSE
"ENSG00000134375"	FALSE	TRUE	FALSE
"ENSG00000134376"	TRUE	TRUE	FALSE
"ENSG00000134419"	FALSE	FALSE	FALSE
"ENSG00000134440"	FALSE	FALSE	FALSE
"ENSG00000134444"	FALSE	FALSE	FALSE
"ENSG00000134452"	FALSE	FALSE	FALSE
"ENSG00000134453"	FALSE	TRUE	FALSE
"ENSG00000134460"	TRUE	TRUE	FALSE
"ENSG00000134461"	FALSE	FALSE	FALSE
"ENSG00000134463"	TRUE	TRUE	FALSE
"ENSG00000134470"	TRUE	TRUE	TRUE
"ENSG00000134480"	FALSE	FALSE	FALSE
"ENSG00000134490"	FALSE	FALSE	FALSE
"ENSG00000134504"	FALSE	FALSE	FALSE
"ENSG00000134508"	TRUE	TRUE	FALSE
"ENSG00000134516"	TRUE	TRUE	FALSE
"ENSG00000134531"	TRUE	FALSE	FALSE
"ENSG00000134532"	FALSE	FALSE	FALSE
"ENSG00000134533"	FALSE	FALSE	FALSE
"ENSG00000134539"	TRUE	TRUE	FALSE
"ENSG00000134548"	FALSE	FALSE	FALSE
"ENSG00000134569"	TRUE	TRUE	FALSE
"ENSG00000134571"	FALSE	FALSE	FALSE
"ENSG00000134574"	FALSE	FALSE	FALSE
"ENSG00000134575"	FALSE	FALSE	FALSE
"ENSG00000134590"	FALSE	FALSE	FALSE
"ENSG00000134594"	TRUE	TRUE	FALSE
"ENSG00000134597"	FALSE	FALSE	FALSE
"ENSG00000134602"	TRUE	TRUE	FALSE
"ENSG00000134627"	TRUE	TRUE	FALSE
"ENSG00000134644"	FALSE	FALSE	FALSE
"ENSG00000134684"	TRUE	TRUE	FALSE
"ENSG00000134686"	FALSE	FALSE	FALSE
"ENSG00000134690"	TRUE	FALSE	FALSE
"ENSG00000134697"	FALSE	TRUE	FALSE
"ENSG00000134698"	FALSE	FALSE	FALSE
"ENSG00000134709"	TRUE	TRUE	TRUE
"ENSG00000134716"	TRUE	TRUE	TRUE
"ENSG00000134717"	FALSE	FALSE	FALSE
"ENSG00000134744"	TRUE	FALSE	FALSE
"ENSG00000134748"	FALSE	FALSE	FALSE
"ENSG00000134755"	TRUE	TRUE	FALSE
"ENSG00000134758"	FALSE	FALSE	FALSE
"ENSG00000134759"	FALSE	FALSE	FALSE
"ENSG00000134760"	TRUE	FALSE	FALSE
"ENSG00000134765"	TRUE	TRUE	FALSE
"ENSG00000134769"	FALSE	FALSE	FALSE
"ENSG00000134775"	TRUE	FALSE	FALSE
"ENSG00000134779"	FALSE	FALSE	FALSE
"ENSG00000134780"	FALSE	FALSE	FALSE
"ENSG00000134802"	FALSE	FALSE	FALSE
"ENSG00000134809"	FALSE	FALSE	FALSE
"ENSG00000134815"	FALSE	FALSE	FALSE
"ENSG00000134817"	TRUE	TRUE	TRUE
"ENSG00000134824"	TRUE	TRUE	FALSE
"ENSG00000134825"	FALSE	FALSE	FALSE
"ENSG00000134830"	TRUE	TRUE	FALSE
"ENSG00000134851"	TRUE	TRUE	FALSE
"ENSG00000134852"	TRUE	FALSE	FALSE
"ENSG00000134853"	FALSE	FALSE	FALSE
"ENSG00000134864"	FALSE	FALSE	FALSE
"ENSG00000134871"	FALSE	FALSE	FALSE
"ENSG00000134874"	TRUE	TRUE	FALSE
"ENSG00000134882"	FALSE	FALSE	FALSE
"ENSG00000134884"	FALSE	FALSE	FALSE
"ENSG00000134897"	FALSE	FALSE	FALSE
"ENSG00000134899"	FALSE	FALSE	FALSE
"ENSG00000134900"	FALSE	FALSE	FALSE
"ENSG00000134901"	FALSE	FALSE	FALSE
"ENSG00000134905"	FALSE	FALSE	FALSE
"ENSG00000134909"	FALSE	FALSE	FALSE
"ENSG00000134910"	FALSE	FALSE	FALSE
"ENSG00000134917"	TRUE	TRUE	FALSE
"ENSG00000134954"	FALSE	FALSE	FALSE
"ENSG00000134955"	TRUE	FALSE	FALSE
"ENSG00000134970"	TRUE	FALSE	FALSE
"ENSG00000134982"	FALSE	FALSE	FALSE
"ENSG00000134986"	TRUE	TRUE	TRUE
"ENSG00000134987"	TRUE	FALSE	FALSE
"ENSG00000134996"	FALSE	FALSE	FALSE
"ENSG00000135002"	TRUE	TRUE	FALSE
"ENSG00000135018"	FALSE	FALSE	FALSE
"ENSG00000135040"	FALSE	FALSE	FALSE
"ENSG00000135045"	FALSE	FALSE	FALSE
"ENSG00000135046"	FALSE	FALSE	FALSE
"ENSG00000135047"	FALSE	FALSE	FALSE
"ENSG00000135048"	TRUE	FALSE	FALSE
"ENSG00000135049"	TRUE	TRUE	FALSE
"ENSG00000135052"	TRUE	TRUE	FALSE
"ENSG00000135063"	TRUE	TRUE	FALSE
"ENSG00000135069"	FALSE	FALSE	FALSE
"ENSG00000135070"	TRUE	TRUE	FALSE
"ENSG00000135074"	TRUE	TRUE	TRUE
"ENSG00000135077"	TRUE	TRUE	FALSE
"ENSG00000135083"	FALSE	FALSE	FALSE
"ENSG00000135090"	FALSE	FALSE	FALSE
"ENSG00000135093"	FALSE	FALSE	FALSE
"ENSG00000135097"	TRUE	TRUE	TRUE
"ENSG00000135108"	FALSE	FALSE	FALSE
"ENSG00000135111"	TRUE	TRUE	FALSE
"ENSG00000135114"	TRUE	TRUE	TRUE
"ENSG00000135116"	TRUE	TRUE	TRUE
"ENSG00000135119"	FALSE	TRUE	FALSE
"ENSG00000135124"	TRUE	FALSE	FALSE
"ENSG00000135144"	TRUE	TRUE	FALSE
"ENSG00000135148"	FALSE	FALSE	FALSE
"ENSG00000135164"	FALSE	FALSE	FALSE
"ENSG00000135185"	FALSE	FALSE	FALSE
"ENSG00000135205"	FALSE	FALSE	FALSE
"ENSG00000135211"	FALSE	FALSE	FALSE
"ENSG00000135213"	FALSE	FALSE	FALSE
"ENSG00000135218"	TRUE	TRUE	FALSE
"ENSG00000135241"	TRUE	TRUE	FALSE
"ENSG00000135245"	FALSE	TRUE	FALSE
"ENSG00000135249"	FALSE	FALSE	FALSE
"ENSG00000135250"	FALSE	FALSE	FALSE
"ENSG00000135253"	FALSE	FALSE	FALSE
"ENSG00000135269"	TRUE	TRUE	FALSE
"ENSG00000135272"	FALSE	TRUE	FALSE
"ENSG00000135297"	FALSE	FALSE	FALSE
"ENSG00000135298"	TRUE	TRUE	FALSE
"ENSG00000135299"	FALSE	FALSE	FALSE
"ENSG00000135314"	TRUE	TRUE	FALSE
"ENSG00000135315"	FALSE	FALSE	FALSE
"ENSG00000135316"	FALSE	FALSE	FALSE
"ENSG00000135317"	FALSE	FALSE	FALSE
"ENSG00000135318"	TRUE	TRUE	TRUE
"ENSG00000135324"	TRUE	TRUE	FALSE
"ENSG00000135333"	FALSE	TRUE	FALSE
"ENSG00000135334"	FALSE	FALSE	FALSE
"ENSG00000135336"	FALSE	FALSE	FALSE
"ENSG00000135338"	FALSE	FALSE	FALSE
"ENSG00000135341"	FALSE	FALSE	FALSE
"ENSG00000135362"	TRUE	TRUE	TRUE
"ENSG00000135363"	FALSE	TRUE	FALSE
"ENSG00000135365"	FALSE	FALSE	FALSE
"ENSG00000135372"	FALSE	FALSE	FALSE
"ENSG00000135378"	TRUE	TRUE	TRUE
"ENSG00000135387"	FALSE	FALSE	FALSE
"ENSG00000135390"	FALSE	FALSE	FALSE
"ENSG00000135392"	FALSE	FALSE	FALSE
"ENSG00000135404"	FALSE	FALSE	FALSE
"ENSG00000135406"	TRUE	TRUE	TRUE
"ENSG00000135407"	FALSE	FALSE	FALSE
"ENSG00000135409"	TRUE	TRUE	FALSE
"ENSG00000135414"	FALSE	FALSE	FALSE
"ENSG00000135423"	FALSE	FALSE	FALSE
"ENSG00000135424"	FALSE	FALSE	FALSE
"ENSG00000135426"	TRUE	TRUE	FALSE
"ENSG00000135436"	TRUE	TRUE	FALSE
"ENSG00000135437"	TRUE	TRUE	FALSE
"ENSG00000135439"	FALSE	FALSE	FALSE
"ENSG00000135441"	FALSE	FALSE	FALSE
"ENSG00000135446"	FALSE	FALSE	FALSE
"ENSG00000135447"	TRUE	TRUE	FALSE
"ENSG00000135452"	FALSE	FALSE	FALSE
"ENSG00000135454"	TRUE	TRUE	FALSE
"ENSG00000135457"	FALSE	FALSE	FALSE
"ENSG00000135469"	TRUE	TRUE	FALSE
"ENSG00000135472"	FALSE	TRUE	FALSE
"ENSG00000135473"	FALSE	FALSE	FALSE
"ENSG00000135482"	FALSE	FALSE	FALSE
"ENSG00000135486"	FALSE	FALSE	FALSE
"ENSG00000135502"	FALSE	FALSE	FALSE
"ENSG00000135503"	FALSE	FALSE	FALSE
"ENSG00000135506"	FALSE	FALSE	FALSE
"ENSG00000135521"	TRUE	TRUE	FALSE
"ENSG00000135525"	FALSE	FALSE	FALSE
"ENSG00000135535"	TRUE	FALSE	FALSE
"ENSG00000135537"	FALSE	FALSE	FALSE
"ENSG00000135540"	TRUE	TRUE	FALSE
"ENSG00000135541"	FALSE	FALSE	FALSE
"ENSG00000135547"	TRUE	TRUE	FALSE
"ENSG00000135549"	FALSE	FALSE	FALSE
"ENSG00000135587"	FALSE	FALSE	FALSE
"ENSG00000135596"	FALSE	FALSE	FALSE
"ENSG00000135597"	FALSE	FALSE	FALSE
"ENSG00000135604"	FALSE	FALSE	FALSE
"ENSG00000135605"	FALSE	FALSE	FALSE
"ENSG00000135617"	FALSE	FALSE	FALSE
"ENSG00000135622"	TRUE	TRUE	TRUE
"ENSG00000135624"	FALSE	FALSE	FALSE
"ENSG00000135631"	FALSE	FALSE	FALSE
"ENSG00000135632"	FALSE	TRUE	FALSE
"ENSG00000135636"	FALSE	FALSE	FALSE
"ENSG00000135637"	FALSE	FALSE	FALSE
"ENSG00000135643"	FALSE	FALSE	FALSE
"ENSG00000135655"	FALSE	FALSE	FALSE
"ENSG00000135677"	TRUE	FALSE	FALSE
"ENSG00000135678"	TRUE	TRUE	TRUE
"ENSG00000135679"	TRUE	FALSE	FALSE
"ENSG00000135686"	TRUE	TRUE	FALSE
"ENSG00000135698"	FALSE	TRUE	FALSE
"ENSG00000135709"	FALSE	FALSE	FALSE
"ENSG00000135720"	FALSE	FALSE	FALSE
"ENSG00000135722"	TRUE	TRUE	FALSE
"ENSG00000135723"	FALSE	FALSE	FALSE
"ENSG00000135736"	TRUE	FALSE	FALSE
"ENSG00000135740"	FALSE	FALSE	FALSE
"ENSG00000135744"	FALSE	FALSE	FALSE
"ENSG00000135747"	FALSE	FALSE	FALSE
"ENSG00000135749"	TRUE	TRUE	FALSE
"ENSG00000135750"	TRUE	TRUE	TRUE
"ENSG00000135763"	TRUE	TRUE	FALSE
"ENSG00000135766"	TRUE	TRUE	TRUE
"ENSG00000135775"	FALSE	FALSE	FALSE
"ENSG00000135776"	TRUE	FALSE	FALSE
"ENSG00000135778"	FALSE	FALSE	FALSE
"ENSG00000135801"	FALSE	FALSE	FALSE
"ENSG00000135821"	TRUE	TRUE	TRUE
"ENSG00000135823"	FALSE	FALSE	FALSE
"ENSG00000135828"	FALSE	FALSE	FALSE
"ENSG00000135829"	FALSE	FALSE	FALSE
