"D"	"H"	"P"
"ENSG00000185056"	FALSE	FALSE	FALSE
"ENSG00000185070"	TRUE	TRUE	TRUE
"ENSG00000185085"	FALSE	FALSE	FALSE
"ENSG00000185088"	FALSE	FALSE	FALSE
"ENSG00000185090"	TRUE	TRUE	FALSE
"ENSG00000185100"	FALSE	FALSE	FALSE
"ENSG00000185101"	TRUE	TRUE	FALSE
"ENSG00000185104"	FALSE	FALSE	FALSE
"ENSG00000185105"	TRUE	TRUE	FALSE
"ENSG00000185112"	FALSE	TRUE	FALSE
"ENSG00000185115"	FALSE	FALSE	FALSE
"ENSG00000185122"	FALSE	FALSE	FALSE
"ENSG00000185127"	TRUE	TRUE	FALSE
"ENSG00000185128"	FALSE	FALSE	FALSE
"ENSG00000185129"	FALSE	FALSE	FALSE
"ENSG00000185133"	FALSE	FALSE	FALSE
"ENSG00000185158"	FALSE	FALSE	FALSE
"ENSG00000185163"	FALSE	FALSE	FALSE
"ENSG00000185164"	TRUE	FALSE	FALSE
"ENSG00000185168"	TRUE	TRUE	FALSE
"ENSG00000185186"	TRUE	TRUE	FALSE
"ENSG00000185187"	FALSE	FALSE	FALSE
"ENSG00000185189"	FALSE	FALSE	FALSE
"ENSG00000185201"	FALSE	TRUE	FALSE
"ENSG00000185215"	TRUE	FALSE	FALSE
"ENSG00000185219"	FALSE	FALSE	FALSE
"ENSG00000185220"	FALSE	FALSE	FALSE
"ENSG00000185222"	FALSE	FALSE	FALSE
"ENSG00000185236"	TRUE	FALSE	FALSE
"ENSG00000185238"	TRUE	TRUE	FALSE
"ENSG00000185246"	FALSE	FALSE	FALSE
"ENSG00000185250"	FALSE	FALSE	FALSE
"ENSG00000185252"	FALSE	FALSE	FALSE
"ENSG00000185261"	TRUE	FALSE	FALSE
"ENSG00000185262"	FALSE	FALSE	FALSE
"ENSG00000185267"	FALSE	FALSE	FALSE
"ENSG00000185271"	FALSE	FALSE	FALSE
"ENSG00000185272"	TRUE	FALSE	FALSE
"ENSG00000185274"	TRUE	FALSE	TRUE
"ENSG00000185278"	FALSE	FALSE	FALSE
"ENSG00000185298"	FALSE	FALSE	FALSE
"ENSG00000185304"	FALSE	FALSE	FALSE
"ENSG00000185305"	FALSE	FALSE	FALSE
"ENSG00000185313"	TRUE	TRUE	FALSE
"ENSG00000185324"	TRUE	TRUE	FALSE
"ENSG00000185338"	FALSE	FALSE	FALSE
"ENSG00000185339"	TRUE	TRUE	FALSE
"ENSG00000185340"	TRUE	TRUE	FALSE
"ENSG00000185344"	FALSE	FALSE	FALSE
"ENSG00000185345"	FALSE	FALSE	FALSE
"ENSG00000185347"	TRUE	FALSE	FALSE
"ENSG00000185359"	FALSE	FALSE	FALSE
"ENSG00000185361"	FALSE	FALSE	FALSE
"ENSG00000185379"	FALSE	TRUE	FALSE
"ENSG00000185386"	FALSE	FALSE	FALSE
"ENSG00000185404"	FALSE	FALSE	FALSE
"ENSG00000185418"	FALSE	FALSE	FALSE
"ENSG00000185420"	FALSE	FALSE	FALSE
"ENSG00000185432"	TRUE	TRUE	FALSE
"ENSG00000185436"	TRUE	TRUE	FALSE
"ENSG00000185437"	FALSE	FALSE	FALSE
"ENSG00000185442"	FALSE	FALSE	FALSE
"ENSG00000185453"	FALSE	TRUE	FALSE
"ENSG00000185475"	FALSE	FALSE	FALSE
"ENSG00000185477"	TRUE	FALSE	FALSE
"ENSG00000185480"	TRUE	FALSE	FALSE
"ENSG00000185482"	FALSE	FALSE	FALSE
"ENSG00000185483"	FALSE	FALSE	FALSE
"ENSG00000185485"	FALSE	FALSE	FALSE
"ENSG00000185499"	TRUE	FALSE	FALSE
"ENSG00000185504"	FALSE	FALSE	FALSE
"ENSG00000185507"	TRUE	TRUE	FALSE
"ENSG00000185513"	FALSE	FALSE	FALSE
"ENSG00000185515"	FALSE	FALSE	FALSE
"ENSG00000185518"	FALSE	TRUE	FALSE
"ENSG00000185519"	TRUE	TRUE	FALSE
"ENSG00000185532"	FALSE	FALSE	FALSE
"ENSG00000185551"	FALSE	FALSE	FALSE
"ENSG00000185559"	FALSE	FALSE	FALSE
"ENSG00000185565"	TRUE	TRUE	FALSE
"ENSG00000185567"	TRUE	FALSE	FALSE
"ENSG00000185585"	TRUE	TRUE	FALSE
"ENSG00000185591"	FALSE	FALSE	FALSE
"ENSG00000185596"	TRUE	FALSE	FALSE
"ENSG00000185608"	FALSE	FALSE	FALSE
"ENSG00000185614"	TRUE	TRUE	FALSE
"ENSG00000185615"	TRUE	TRUE	FALSE
"ENSG00000185619"	FALSE	FALSE	FALSE
"ENSG00000185621"	FALSE	FALSE	FALSE
"ENSG00000185624"	FALSE	FALSE	FALSE
"ENSG00000185627"	FALSE	FALSE	FALSE
"ENSG00000185630"	FALSE	FALSE	FALSE
"ENSG00000185633"	TRUE	FALSE	FALSE
"ENSG00000185634"	FALSE	FALSE	FALSE
"ENSG00000185641"	FALSE	FALSE	FALSE
"ENSG00000185650"	FALSE	FALSE	FALSE
"ENSG00000185651"	FALSE	FALSE	FALSE
"ENSG00000185652"	TRUE	TRUE	TRUE
"ENSG00000185658"	FALSE	FALSE	FALSE
"ENSG00000185664"	FALSE	FALSE	FALSE
"ENSG00000185669"	TRUE	TRUE	FALSE
"ENSG00000185670"	FALSE	FALSE	FALSE
"ENSG00000185684"	FALSE	FALSE	FALSE
"ENSG00000185697"	TRUE	TRUE	FALSE
"ENSG00000185716"	TRUE	TRUE	FALSE
"ENSG00000185721"	FALSE	FALSE	FALSE
"ENSG00000185722"	FALSE	FALSE	FALSE
"ENSG00000185728"	TRUE	FALSE	FALSE
"ENSG00000185730"	FALSE	FALSE	FALSE
"ENSG00000185739"	TRUE	TRUE	FALSE
"ENSG00000185745"	TRUE	TRUE	FALSE
"ENSG00000185753"	FALSE	FALSE	FALSE
"ENSG00000185761"	TRUE	TRUE	FALSE
"ENSG00000185787"	FALSE	FALSE	FALSE
"ENSG00000185798"	FALSE	FALSE	FALSE
"ENSG00000185800"	FALSE	FALSE	FALSE
"ENSG00000185803"	FALSE	FALSE	FALSE
"ENSG00000185808"	FALSE	FALSE	FALSE
"ENSG00000185811"	FALSE	FALSE	FALSE
"ENSG00000185813"	FALSE	FALSE	FALSE
"ENSG00000185818"	TRUE	FALSE	FALSE
"ENSG00000185825"	FALSE	FALSE	FALSE
"ENSG00000185829"	FALSE	FALSE	FALSE
"ENSG00000185834"	FALSE	FALSE	FALSE
"ENSG00000185838"	FALSE	FALSE	FALSE
"ENSG00000185839"	FALSE	FALSE	FALSE
"ENSG00000185842"	TRUE	FALSE	FALSE
"ENSG00000185847"	FALSE	FALSE	FALSE
"ENSG00000185860"	TRUE	TRUE	FALSE
"ENSG00000185862"	TRUE	TRUE	FALSE
"ENSG00000185864"	FALSE	FALSE	FALSE
"ENSG00000185869"	FALSE	FALSE	FALSE
"ENSG00000185875"	TRUE	TRUE	FALSE
"ENSG00000185880"	FALSE	FALSE	FALSE
"ENSG00000185885"	FALSE	FALSE	FALSE
"ENSG00000185896"	FALSE	FALSE	FALSE
"ENSG00000185900"	FALSE	FALSE	FALSE
"ENSG00000185904"	TRUE	TRUE	FALSE
"ENSG00000185905"	TRUE	FALSE	FALSE
"ENSG00000185909"	FALSE	FALSE	FALSE
"ENSG00000185915"	FALSE	FALSE	FALSE
"ENSG00000185917"	FALSE	FALSE	FALSE
"ENSG00000185920"	TRUE	FALSE	FALSE
"ENSG00000185924"	FALSE	FALSE	FALSE
"ENSG00000185928"	TRUE	TRUE	FALSE
"ENSG00000185946"	TRUE	FALSE	FALSE
"ENSG00000185947"	TRUE	TRUE	FALSE
"ENSG00000185950"	TRUE	FALSE	FALSE
"ENSG00000185963"	FALSE	FALSE	FALSE
"ENSG00000185973"	FALSE	FALSE	FALSE
"ENSG00000185985"	FALSE	FALSE	FALSE
"ENSG00000185986"	FALSE	FALSE	FALSE
"ENSG00000185989"	FALSE	FALSE	FALSE
"ENSG00000186001"	FALSE	FALSE	FALSE
"ENSG00000186010"	FALSE	FALSE	FALSE
"ENSG00000186017"	FALSE	FALSE	FALSE
"ENSG00000186019"	FALSE	FALSE	FALSE
"ENSG00000186020"	FALSE	FALSE	FALSE
"ENSG00000186026"	FALSE	FALSE	FALSE
"ENSG00000186056"	FALSE	FALSE	FALSE
"ENSG00000186063"	TRUE	FALSE	FALSE
"ENSG00000186073"	TRUE	TRUE	FALSE
"ENSG00000186074"	TRUE	TRUE	FALSE
"ENSG00000186076"	FALSE	FALSE	FALSE
"ENSG00000186088"	FALSE	FALSE	FALSE
"ENSG00000186094"	TRUE	FALSE	FALSE
"ENSG00000186104"	FALSE	FALSE	FALSE
"ENSG00000186105"	FALSE	FALSE	FALSE
"ENSG00000186106"	FALSE	FALSE	FALSE
"ENSG00000186111"	FALSE	FALSE	FALSE
"ENSG00000186130"	TRUE	FALSE	FALSE
"ENSG00000186132"	FALSE	FALSE	FALSE
"ENSG00000186141"	FALSE	FALSE	FALSE
"ENSG00000186153"	FALSE	FALSE	FALSE
"ENSG00000186162"	FALSE	FALSE	FALSE
"ENSG00000186166"	FALSE	FALSE	FALSE
"ENSG00000186174"	TRUE	TRUE	FALSE
"ENSG00000186184"	FALSE	FALSE	FALSE
"ENSG00000186187"	FALSE	FALSE	FALSE
"ENSG00000186197"	FALSE	FALSE	FALSE
"ENSG00000186204"	FALSE	FALSE	FALSE
"ENSG00000186205"	FALSE	FALSE	FALSE
"ENSG00000186222"	TRUE	TRUE	FALSE
"ENSG00000186230"	TRUE	TRUE	FALSE
"ENSG00000186231"	TRUE	TRUE	FALSE
"ENSG00000186260"	TRUE	FALSE	FALSE
"ENSG00000186272"	FALSE	FALSE	FALSE
"ENSG00000186275"	FALSE	FALSE	FALSE
"ENSG00000186280"	FALSE	FALSE	FALSE
"ENSG00000186281"	TRUE	TRUE	FALSE
"ENSG00000186283"	FALSE	FALSE	FALSE
"ENSG00000186298"	TRUE	TRUE	TRUE
"ENSG00000186300"	FALSE	FALSE	FALSE
"ENSG00000186301"	FALSE	FALSE	FALSE
"ENSG00000186310"	TRUE	TRUE	FALSE
"ENSG00000186312"	FALSE	FALSE	FALSE
"ENSG00000186314"	TRUE	TRUE	FALSE
"ENSG00000186318"	FALSE	FALSE	FALSE
"ENSG00000186326"	TRUE	TRUE	FALSE
"ENSG00000186340"	TRUE	TRUE	FALSE
"ENSG00000186350"	FALSE	FALSE	FALSE
"ENSG00000186352"	FALSE	FALSE	FALSE
"ENSG00000186354"	TRUE	TRUE	FALSE
"ENSG00000186364"	TRUE	TRUE	FALSE
"ENSG00000186376"	FALSE	FALSE	FALSE
"ENSG00000186377"	TRUE	TRUE	FALSE
"ENSG00000186395"	FALSE	FALSE	FALSE
"ENSG00000186399"	FALSE	FALSE	FALSE
"ENSG00000186407"	FALSE	FALSE	FALSE
"ENSG00000186409"	TRUE	TRUE	FALSE
"ENSG00000186416"	FALSE	FALSE	FALSE
"ENSG00000186417"	FALSE	FALSE	FALSE
"ENSG00000186432"	FALSE	FALSE	FALSE
"ENSG00000186439"	FALSE	FALSE	FALSE
"ENSG00000186446"	TRUE	TRUE	FALSE
"ENSG00000186448"	FALSE	FALSE	FALSE
"ENSG00000186453"	FALSE	FALSE	FALSE
"ENSG00000186462"	FALSE	FALSE	FALSE
"ENSG00000186466"	TRUE	TRUE	TRUE
"ENSG00000186468"	FALSE	FALSE	FALSE
"ENSG00000186469"	FALSE	FALSE	FALSE
"ENSG00000186470"	TRUE	TRUE	TRUE
"ENSG00000186472"	FALSE	FALSE	FALSE
"ENSG00000186479"	FALSE	FALSE	FALSE
"ENSG00000186480"	FALSE	FALSE	FALSE
"ENSG00000186496"	FALSE	FALSE	FALSE
"ENSG00000186501"	FALSE	FALSE	FALSE
"ENSG00000186510"	FALSE	TRUE	FALSE
"ENSG00000186517"	FALSE	FALSE	FALSE
"ENSG00000186522"	TRUE	FALSE	FALSE
"ENSG00000186523"	TRUE	TRUE	FALSE
"ENSG00000186529"	TRUE	TRUE	TRUE
"ENSG00000186532"	FALSE	FALSE	FALSE
"ENSG00000186566"	FALSE	FALSE	FALSE
"ENSG00000186567"	TRUE	TRUE	FALSE
"ENSG00000186575"	FALSE	FALSE	FALSE
"ENSG00000186577"	TRUE	TRUE	FALSE
"ENSG00000186591"	TRUE	TRUE	FALSE
"ENSG00000186594"	TRUE	TRUE	FALSE
"ENSG00000186615"	TRUE	TRUE	FALSE
"ENSG00000186625"	FALSE	FALSE	FALSE
"ENSG00000186628"	FALSE	FALSE	FALSE
"ENSG00000186635"	FALSE	TRUE	FALSE
"ENSG00000186638"	TRUE	TRUE	FALSE
"ENSG00000186642"	TRUE	TRUE	FALSE
"ENSG00000186654"	TRUE	FALSE	FALSE
"ENSG00000186660"	TRUE	FALSE	FALSE
"ENSG00000186665"	FALSE	TRUE	FALSE
"ENSG00000186666"	FALSE	FALSE	FALSE
"ENSG00000186684"	TRUE	FALSE	FALSE
"ENSG00000186687"	TRUE	FALSE	FALSE
"ENSG00000186715"	FALSE	FALSE	FALSE
"ENSG00000186716"	TRUE	FALSE	FALSE
"ENSG00000186767"	FALSE	FALSE	FALSE
"ENSG00000186787"	TRUE	FALSE	FALSE
"ENSG00000186792"	FALSE	FALSE	FALSE
"ENSG00000186806"	FALSE	FALSE	FALSE
"ENSG00000186812"	FALSE	FALSE	FALSE
"ENSG00000186814"	FALSE	FALSE	FALSE
"ENSG00000186815"	TRUE	TRUE	FALSE
"ENSG00000186818"	FALSE	TRUE	FALSE
"ENSG00000186827"	TRUE	TRUE	FALSE
"ENSG00000186834"	FALSE	FALSE	FALSE
"ENSG00000186842"	FALSE	FALSE	FALSE
"ENSG00000186854"	FALSE	TRUE	FALSE
"ENSG00000186862"	TRUE	FALSE	FALSE
"ENSG00000186866"	FALSE	FALSE	FALSE
"ENSG00000186867"	TRUE	FALSE	FALSE
"ENSG00000186868"	FALSE	FALSE	FALSE
"ENSG00000186889"	FALSE	FALSE	FALSE
"ENSG00000186907"	FALSE	FALSE	FALSE
"ENSG00000186908"	FALSE	FALSE	FALSE
"ENSG00000186918"	FALSE	FALSE	FALSE
"ENSG00000186951"	TRUE	TRUE	FALSE
"ENSG00000186952"	TRUE	TRUE	FALSE
"ENSG00000186976"	FALSE	FALSE	FALSE
"ENSG00000186994"	TRUE	FALSE	FALSE
"ENSG00000186998"	TRUE	TRUE	FALSE
"ENSG00000187024"	FALSE	FALSE	FALSE
"ENSG00000187049"	FALSE	FALSE	FALSE
"ENSG00000187051"	FALSE	FALSE	FALSE
"ENSG00000187068"	TRUE	TRUE	FALSE
"ENSG00000187079"	TRUE	TRUE	FALSE
"ENSG00000187091"	FALSE	FALSE	FALSE
"ENSG00000187097"	FALSE	FALSE	FALSE
"ENSG00000187098"	TRUE	TRUE	FALSE
"ENSG00000187109"	FALSE	FALSE	FALSE
"ENSG00000187116"	TRUE	TRUE	FALSE
"ENSG00000187118"	FALSE	TRUE	FALSE
"ENSG00000187123"	FALSE	FALSE	FALSE
"ENSG00000187134"	TRUE	TRUE	FALSE
"ENSG00000187140"	TRUE	TRUE	FALSE
"ENSG00000187145"	FALSE	FALSE	FALSE
"ENSG00000187147"	FALSE	FALSE	FALSE
"ENSG00000187151"	TRUE	FALSE	FALSE
"ENSG00000187164"	TRUE	FALSE	FALSE
"ENSG00000187187"	TRUE	TRUE	FALSE
"ENSG00000187189"	TRUE	FALSE	FALSE
"ENSG00000187193"	TRUE	TRUE	TRUE
"ENSG00000187210"	FALSE	TRUE	FALSE
"ENSG00000187231"	TRUE	TRUE	FALSE
"ENSG00000187239"	FALSE	FALSE	FALSE
"ENSG00000187240"	FALSE	FALSE	FALSE
"ENSG00000187244"	TRUE	FALSE	FALSE
"ENSG00000187257"	FALSE	FALSE	FALSE
"ENSG00000187266"	FALSE	FALSE	FALSE
"ENSG00000187288"	FALSE	FALSE	FALSE
"ENSG00000187325"	FALSE	FALSE	FALSE
"ENSG00000187372"	FALSE	FALSE	FALSE
"ENSG00000187391"	FALSE	FALSE	FALSE
"ENSG00000187446"	TRUE	TRUE	FALSE
"ENSG00000187474"	TRUE	FALSE	FALSE
"ENSG00000187479"	TRUE	FALSE	FALSE
"ENSG00000187486"	TRUE	TRUE	FALSE
"ENSG00000187498"	TRUE	TRUE	FALSE
"ENSG00000187513"	FALSE	FALSE	FALSE
"ENSG00000187514"	FALSE	FALSE	FALSE
"ENSG00000187522"	TRUE	TRUE	FALSE
"ENSG00000187531"	FALSE	FALSE	FALSE
"ENSG00000187534"	FALSE	FALSE	FALSE
"ENSG00000187535"	FALSE	FALSE	FALSE
"ENSG00000187546"	FALSE	FALSE	FALSE
"ENSG00000187554"	FALSE	FALSE	FALSE
"ENSG00000187555"	FALSE	FALSE	FALSE
"ENSG00000187566"	TRUE	TRUE	TRUE
"ENSG00000187595"	TRUE	TRUE	TRUE
"ENSG00000187601"	FALSE	FALSE	FALSE
"ENSG00000187605"	TRUE	FALSE	FALSE
"ENSG00000187607"	FALSE	FALSE	FALSE
"ENSG00000187608"	TRUE	TRUE	FALSE
"ENSG00000187609"	TRUE	FALSE	FALSE
"ENSG00000187624"	FALSE	FALSE	FALSE
"ENSG00000187626"	FALSE	FALSE	FALSE
"ENSG00000187630"	FALSE	FALSE	FALSE
"ENSG00000187634"	TRUE	TRUE	TRUE
"ENSG00000187642"	FALSE	FALSE	FALSE
"ENSG00000187650"	FALSE	FALSE	FALSE
"ENSG00000187653"	TRUE	FALSE	FALSE
"ENSG00000187667"	FALSE	FALSE	FALSE
"ENSG00000187672"	FALSE	TRUE	FALSE
"ENSG00000187676"	FALSE	FALSE	FALSE
"ENSG00000187678"	TRUE	TRUE	FALSE
"ENSG00000187688"	FALSE	FALSE	FALSE
"ENSG00000187699"	TRUE	TRUE	FALSE
"ENSG00000187713"	FALSE	FALSE	FALSE
"ENSG00000187715"	FALSE	FALSE	FALSE
"ENSG00000187720"	TRUE	TRUE	FALSE
"ENSG00000187730"	TRUE	TRUE	FALSE
"ENSG00000187735"	FALSE	FALSE	FALSE
"ENSG00000187741"	FALSE	FALSE	FALSE
"ENSG00000187742"	FALSE	FALSE	FALSE
"ENSG00000187764"	FALSE	FALSE	FALSE
"ENSG00000187773"	TRUE	TRUE	FALSE
"ENSG00000187778"	FALSE	FALSE	FALSE
"ENSG00000187790"	FALSE	FALSE	FALSE
"ENSG00000187792"	FALSE	FALSE	FALSE
"ENSG00000187796"	FALSE	FALSE	FALSE
"ENSG00000187800"	FALSE	FALSE	FALSE
"ENSG00000187801"	FALSE	TRUE	FALSE
"ENSG00000187815"	FALSE	FALSE	FALSE
"ENSG00000187824"	FALSE	TRUE	FALSE
"ENSG00000187837"	TRUE	TRUE	FALSE
"ENSG00000187840"	TRUE	TRUE	FALSE
"ENSG00000187860"	FALSE	FALSE	FALSE
"ENSG00000187866"	FALSE	FALSE	FALSE
"ENSG00000187867"	TRUE	TRUE	TRUE
"ENSG00000187889"	TRUE	TRUE	FALSE
"ENSG00000187922"	TRUE	TRUE	TRUE
"ENSG00000187951"	FALSE	FALSE	FALSE
"ENSG00000187953"	FALSE	FALSE	FALSE
"ENSG00000187954"	FALSE	FALSE	FALSE
"ENSG00000187955"	TRUE	TRUE	TRUE
"ENSG00000187957"	TRUE	TRUE	FALSE
"ENSG00000187961"	FALSE	FALSE	FALSE
"ENSG00000187990"	FALSE	FALSE	FALSE
"ENSG00000187994"	FALSE	TRUE	FALSE
"ENSG00000188001"	FALSE	FALSE	FALSE
"ENSG00000188002"	FALSE	FALSE	FALSE
"ENSG00000188004"	TRUE	TRUE	FALSE
"ENSG00000188010"	FALSE	FALSE	FALSE
"ENSG00000188013"	TRUE	FALSE	FALSE
"ENSG00000188015"	TRUE	TRUE	TRUE
"ENSG00000188021"	FALSE	FALSE	FALSE
"ENSG00000188026"	FALSE	FALSE	FALSE
"ENSG00000188033"	FALSE	FALSE	FALSE
"ENSG00000188042"	TRUE	FALSE	FALSE
"ENSG00000188060"	FALSE	FALSE	FALSE
"ENSG00000188070"	FALSE	FALSE	FALSE
"ENSG00000188086"	TRUE	FALSE	FALSE
"ENSG00000188092"	TRUE	FALSE	FALSE
"ENSG00000188112"	FALSE	FALSE	FALSE
"ENSG00000188130"	TRUE	FALSE	FALSE
"ENSG00000188153"	TRUE	TRUE	FALSE
"ENSG00000188157"	TRUE	TRUE	FALSE
"ENSG00000188158"	FALSE	FALSE	FALSE
"ENSG00000188167"	FALSE	FALSE	FALSE
"ENSG00000188171"	FALSE	FALSE	FALSE
"ENSG00000188176"	TRUE	TRUE	TRUE
"ENSG00000188177"	FALSE	FALSE	FALSE
"ENSG00000188185"	FALSE	FALSE	FALSE
"ENSG00000188186"	TRUE	FALSE	FALSE
"ENSG00000188191"	TRUE	FALSE	FALSE
"ENSG00000188206"	FALSE	FALSE	FALSE
"ENSG00000188211"	FALSE	FALSE	FALSE
"ENSG00000188215"	TRUE	TRUE	FALSE
"ENSG00000188227"	FALSE	TRUE	FALSE
"ENSG00000188229"	TRUE	TRUE	FALSE
"ENSG00000188234"	TRUE	FALSE	FALSE
"ENSG00000188242"	FALSE	FALSE	FALSE
"ENSG00000188243"	TRUE	FALSE	FALSE
"ENSG00000188257"	TRUE	TRUE	TRUE
"ENSG00000188266"	FALSE	FALSE	FALSE
"ENSG00000188283"	FALSE	FALSE	FALSE
"ENSG00000188290"	TRUE	FALSE	FALSE
"ENSG00000188295"	FALSE	FALSE	FALSE
"ENSG00000188312"	FALSE	FALSE	FALSE
"ENSG00000188313"	FALSE	FALSE	FALSE
"ENSG00000188315"	FALSE	FALSE	FALSE
"ENSG00000188321"	FALSE	FALSE	FALSE
"ENSG00000188322"	FALSE	FALSE	FALSE
"ENSG00000188338"	TRUE	FALSE	FALSE
"ENSG00000188342"	FALSE	FALSE	FALSE
"ENSG00000188343"	FALSE	FALSE	FALSE
"ENSG00000188352"	FALSE	FALSE	FALSE
"ENSG00000188375"	FALSE	FALSE	FALSE
"ENSG00000188385"	FALSE	FALSE	FALSE
"ENSG00000188389"	FALSE	FALSE	FALSE
"ENSG00000188404"	TRUE	TRUE	TRUE
"ENSG00000188419"	TRUE	FALSE	FALSE
"ENSG00000188428"	FALSE	FALSE	FALSE
"ENSG00000188483"	FALSE	TRUE	FALSE
"ENSG00000188486"	FALSE	FALSE	FALSE
"ENSG00000188487"	FALSE	FALSE	FALSE
"ENSG00000188488"	TRUE	TRUE	FALSE
"ENSG00000188493"	TRUE	FALSE	FALSE
"ENSG00000188511"	FALSE	FALSE	FALSE
"ENSG00000188512"	FALSE	FALSE	FALSE
"ENSG00000188517"	TRUE	TRUE	FALSE
"ENSG00000188522"	TRUE	TRUE	FALSE
"ENSG00000188523"	TRUE	TRUE	TRUE
"ENSG00000188529"	TRUE	FALSE	FALSE
"ENSG00000188536"	TRUE	TRUE	TRUE
"ENSG00000188542"	FALSE	FALSE	FALSE
"ENSG00000188549"	FALSE	FALSE	FALSE
"ENSG00000188554"	FALSE	FALSE	FALSE
"ENSG00000188559"	TRUE	FALSE	FALSE
"ENSG00000188566"	FALSE	FALSE	FALSE
"ENSG00000188580"	FALSE	FALSE	FALSE
"ENSG00000188582"	FALSE	FALSE	FALSE
"ENSG00000188599"	FALSE	FALSE	FALSE
"ENSG00000188603"	FALSE	FALSE	FALSE
"ENSG00000188610"	FALSE	FALSE	FALSE
"ENSG00000188611"	TRUE	FALSE	FALSE
"ENSG00000188612"	FALSE	FALSE	FALSE
"ENSG00000188613"	TRUE	TRUE	FALSE
"ENSG00000188626"	FALSE	FALSE	FALSE
"ENSG00000188636"	TRUE	FALSE	FALSE
"ENSG00000188641"	TRUE	FALSE	FALSE
"ENSG00000188643"	FALSE	FALSE	FALSE
"ENSG00000188647"	TRUE	FALSE	FALSE
"ENSG00000188659"	FALSE	FALSE	FALSE
"ENSG00000188672"	TRUE	TRUE	FALSE
"ENSG00000188677"	TRUE	TRUE	FALSE
"ENSG00000188681"	FALSE	FALSE	FALSE
"ENSG00000188687"	FALSE	TRUE	FALSE
"ENSG00000188690"	FALSE	FALSE	FALSE
"ENSG00000188706"	TRUE	TRUE	FALSE
"ENSG00000188707"	TRUE	TRUE	FALSE
"ENSG00000188725"	FALSE	FALSE	FALSE
"ENSG00000188729"	FALSE	TRUE	FALSE
"ENSG00000188730"	FALSE	FALSE	FALSE
"ENSG00000188732"	TRUE	TRUE	TRUE
"ENSG00000188735"	FALSE	FALSE	FALSE
"ENSG00000188738"	FALSE	FALSE	FALSE
"ENSG00000188739"	FALSE	FALSE	FALSE
"ENSG00000188747"	TRUE	FALSE	FALSE
"ENSG00000188760"	TRUE	FALSE	FALSE
"ENSG00000188761"	FALSE	FALSE	FALSE
"ENSG00000188765"	FALSE	FALSE	FALSE
"ENSG00000188783"	TRUE	FALSE	FALSE
"ENSG00000188785"	FALSE	FALSE	FALSE
"ENSG00000188786"	FALSE	FALSE	FALSE
"ENSG00000188801"	FALSE	FALSE	FALSE
"ENSG00000188803"	TRUE	TRUE	FALSE
"ENSG00000188807"	FALSE	FALSE	FALSE
"ENSG00000188811"	FALSE	FALSE	FALSE
"ENSG00000188818"	FALSE	TRUE	FALSE
"ENSG00000188820"	FALSE	FALSE	FALSE
"ENSG00000188825"	FALSE	FALSE	FALSE
"ENSG00000188827"	FALSE	FALSE	FALSE
"ENSG00000188846"	FALSE	FALSE	FALSE
"ENSG00000188856"	FALSE	FALSE	FALSE
"ENSG00000188859"	TRUE	TRUE	FALSE
"ENSG00000188868"	FALSE	FALSE	FALSE
"ENSG00000188873"	TRUE	FALSE	FALSE
"ENSG00000188878"	TRUE	TRUE	FALSE
"ENSG00000188895"	FALSE	FALSE	FALSE
"ENSG00000188897"	TRUE	TRUE	FALSE
"ENSG00000188906"	FALSE	FALSE	FALSE
"ENSG00000188917"	TRUE	TRUE	FALSE
"ENSG00000188921"	FALSE	FALSE	FALSE
"ENSG00000188938"	FALSE	FALSE	FALSE
"ENSG00000188958"	TRUE	FALSE	FALSE
"ENSG00000188971"	FALSE	FALSE	FALSE
"ENSG00000188976"	FALSE	FALSE	FALSE
"ENSG00000188986"	FALSE	FALSE	FALSE
"ENSG00000188993"	TRUE	FALSE	FALSE
"ENSG00000188994"	FALSE	FALSE	FALSE
"ENSG00000188997"	FALSE	FALSE	FALSE
"ENSG00000189007"	FALSE	FALSE	FALSE
"ENSG00000189014"	TRUE	FALSE	FALSE
"ENSG00000189042"	TRUE	FALSE	FALSE
"ENSG00000189043"	FALSE	FALSE	FALSE
"ENSG00000189045"	TRUE	TRUE	FALSE
"ENSG00000189046"	FALSE	FALSE	FALSE
"ENSG00000189050"	TRUE	FALSE	FALSE
"ENSG00000189056"	TRUE	TRUE	FALSE
"ENSG00000189058"	TRUE	TRUE	FALSE
"ENSG00000189060"	TRUE	TRUE	FALSE
"ENSG00000189067"	FALSE	FALSE	FALSE
"ENSG00000189077"	FALSE	FALSE	FALSE
"ENSG00000189079"	FALSE	FALSE	FALSE
"ENSG00000189091"	FALSE	FALSE	FALSE
"ENSG00000189114"	FALSE	FALSE	FALSE
"ENSG00000189120"	TRUE	TRUE	TRUE
"ENSG00000189129"	TRUE	FALSE	FALSE
"ENSG00000189134"	FALSE	FALSE	FALSE
"ENSG00000189136"	FALSE	FALSE	FALSE
"ENSG00000189144"	FALSE	FALSE	FALSE
"ENSG00000189157"	FALSE	TRUE	FALSE
"ENSG00000189159"	FALSE	FALSE	FALSE
"ENSG00000189164"	FALSE	FALSE	FALSE
"ENSG00000189171"	FALSE	FALSE	FALSE
"ENSG00000189180"	FALSE	FALSE	FALSE
"ENSG00000189184"	FALSE	FALSE	FALSE
"ENSG00000189190"	FALSE	FALSE	FALSE
"ENSG00000189195"	FALSE	FALSE	FALSE
"ENSG00000189212"	FALSE	FALSE	FALSE
