"DEgenes_DCM"	"DEgenes_HCM"	"DEgenes_PPCM"	"DEgenes_IntDCM"	"DEgenes_IntHCM"
"ENSG00000105519"	"ENSG00000105519"	NA	NA	NA
"ENSG00000205609"	"ENSG00000154429"	NA	NA	NA
"ENSG00000041353"	"ENSG00000266916"	NA	NA	NA
"ENSG00000163701"	"ENSG00000133256"	NA	NA	NA
"ENSG00000104687"	"ENSG00000138674"	NA	NA	NA
"ENSG00000173137"	"ENSG00000261019"	NA	NA	NA
"ENSG00000100417"	"ENSG00000169439"	NA	NA	NA
"ENSG00000128272"	"ENSG00000083097"	NA	NA	NA
"ENSG00000113615"	"ENSG00000171604"	NA	NA	NA
"ENSG00000262951"	"ENSG00000125868"	NA	NA	NA
"ENSG00000234648"	"ENSG00000146072"	NA	NA	NA
"ENSG00000140090"	"ENSG00000196636"	NA	NA	NA
"ENSG00000117877"	"ENSG00000171791"	NA	NA	NA
"ENSG00000203685"	"ENSG00000241732"	NA	NA	NA
"ENSG00000240875"	"ENSG00000197321"	NA	NA	NA
"ENSG00000053254"	"ENSG00000172331"	NA	NA	NA
"ENSG00000153246"	"ENSG00000181830"	NA	NA	NA
"ENSG00000247121"	"ENSG00000096093"	NA	NA	NA
"ENSG00000197586"	"ENSG00000128585"	NA	NA	NA
"ENSG00000105738"	"ENSG00000092421"	NA	NA	NA
"ENSG00000165192"	"ENSG00000147144"	NA	NA	NA
"ENSG00000268001"	"ENSG00000114948"	NA	NA	NA
"ENSG00000113555"	"ENSG00000076513"	NA	NA	NA
"ENSG00000113638"	"ENSG00000133641"	NA	NA	NA
"ENSG00000111602"	"ENSG00000136824"	NA	NA	NA
"ENSG00000143365"	"ENSG00000168778"	NA	NA	NA
"ENSG00000182168"	"ENSG00000147853"	NA	NA	NA
"ENSG00000261614"	"ENSG00000110841"	NA	NA	NA
"ENSG00000153879"	"ENSG00000139044"	NA	NA	NA
"ENSG00000130449"	"ENSG00000103342"	NA	NA	NA
"ENSG00000198868"	"ENSG00000181061"	NA	NA	NA
"ENSG00000113282"	"ENSG00000099622"	NA	NA	NA
"ENSG00000198862"	"ENSG00000152700"	NA	NA	NA
"ENSG00000232977"	"ENSG00000160447"	NA	NA	NA
"ENSG00000123575"	"ENSG00000130684"	NA	NA	NA
"ENSG00000120899"	"ENSG00000109929"	NA	NA	NA
"ENSG00000162894"	"ENSG00000143919"	NA	NA	NA
"ENSG00000198060"	"ENSG00000165092"	NA	NA	NA
"ENSG00000145911"	"ENSG00000072778"	NA	NA	NA
"ENSG00000170390"	"ENSG00000178467"	NA	NA	NA
"ENSG00000076706"	"ENSG00000119943"	NA	NA	NA
"ENSG00000036448"	"ENSG00000103005"	NA	NA	NA
"ENSG00000121316"	"ENSG00000114853"	NA	NA	NA
"ENSG00000147485"	"ENSG00000105127"	NA	NA	NA
"ENSG00000267454"	"ENSG00000203644"	NA	NA	NA
"ENSG00000104695"	"ENSG00000184208"	NA	NA	NA
"ENSG00000235065"	"ENSG00000124641"	NA	NA	NA
"ENSG00000231925"	"ENSG00000162378"	NA	NA	NA
"ENSG00000267731"	"ENSG00000248835"	NA	NA	NA
"ENSG00000196839"	"ENSG00000170270"	NA	NA	NA
"ENSG00000269984"	"ENSG00000223705"	NA	NA	NA
"ENSG00000242615"	"ENSG00000135622"	NA	NA	NA
"ENSG00000273297"	"ENSG00000137710"	NA	NA	NA
"ENSG00000179454"	"ENSG00000108395"	NA	NA	NA
"ENSG00000188419"	"ENSG00000157978"	NA	NA	NA
"ENSG00000234465"	"ENSG00000112096"	NA	NA	NA
"ENSG00000176490"	"ENSG00000087302"	NA	NA	NA
"ENSG00000101049"	"ENSG00000103264"	NA	NA	NA
"ENSG00000142494"	"ENSG00000121361"	NA	NA	NA
"ENSG00000178093"	"ENSG00000105767"	NA	NA	NA
"ENSG00000247157"	"ENSG00000249115"	NA	NA	NA
"ENSG00000268575"	"ENSG00000117758"	NA	NA	NA
"ENSG00000106993"	"ENSG00000116161"	NA	NA	NA
"ENSG00000254206"	"ENSG00000043514"	NA	NA	NA
"ENSG00000144843"	"ENSG00000070159"	NA	NA	NA
"ENSG00000248514"	"ENSG00000108733"	NA	NA	NA
"ENSG00000141140"	"ENSG00000020129"	NA	NA	NA
"ENSG00000185215"	"ENSG00000132825"	NA	NA	NA
"ENSG00000170293"	"ENSG00000183579"	NA	NA	NA
"ENSG00000262410"	"ENSG00000119929"	NA	NA	NA
"ENSG00000083067"	"ENSG00000236144"	NA	NA	NA
"ENSG00000060138"	"ENSG00000196873"	NA	NA	NA
"ENSG00000167699"	"ENSG00000258900"	NA	NA	NA
"ENSG00000177189"	"ENSG00000100416"	NA	NA	NA
"ENSG00000198399"	"ENSG00000078747"	NA	NA	NA
"ENSG00000169860"	"ENSG00000153291"	NA	NA	NA
"ENSG00000136928"	"ENSG00000204387"	NA	NA	NA
"ENSG00000180914"	"ENSG00000116489"	NA	NA	NA
"ENSG00000246528"	"ENSG00000196263"	NA	NA	NA
"ENSG00000187522"	"ENSG00000203778"	NA	NA	NA
"ENSG00000152952"	"ENSG00000135838"	NA	NA	NA
"ENSG00000230442"	"ENSG00000244625"	NA	NA	NA
"ENSG00000231908"	"ENSG00000134697"	NA	NA	NA
"ENSG00000197496"	"ENSG00000133131"	NA	NA	NA
"ENSG00000184575"	"ENSG00000135698"	NA	NA	NA
"ENSG00000169220"	"ENSG00000071537"	NA	NA	NA
"ENSG00000127527"	"ENSG00000128656"	NA	NA	NA
"ENSG00000152558"	"ENSG00000092148"	NA	NA	NA
"ENSG00000235554"	"ENSG00000268816"	NA	NA	NA
"ENSG00000240674"	"ENSG00000138032"	NA	NA	NA
"ENSG00000099256"	"ENSG00000108387"	NA	NA	NA
"ENSG00000259826"	"ENSG00000096070"	NA	NA	NA
"ENSG00000059804"	"ENSG00000183323"	NA	NA	NA
"ENSG00000197969"	"ENSG00000169299"	NA	NA	NA
"ENSG00000100024"	"ENSG00000106526"	NA	NA	NA
"ENSG00000198964"	"ENSG00000261087"	NA	NA	NA
"ENSG00000223403"	"ENSG00000108352"	NA	NA	NA
"ENSG00000059758"	"ENSG00000175106"	NA	NA	NA
"ENSG00000214174"	"ENSG00000108306"	NA	NA	NA
"ENSG00000223547"	"ENSG00000138190"	NA	NA	NA
"ENSG00000213366"	"ENSG00000122783"	NA	NA	NA
"ENSG00000270933"	"ENSG00000206560"	NA	NA	NA
"ENSG00000149346"	"ENSG00000182326"	NA	NA	NA
"ENSG00000198948"	"ENSG00000203739"	NA	NA	NA
"ENSG00000141756"	"ENSG00000108829"	NA	NA	NA
"ENSG00000188013"	"ENSG00000187498"	NA	NA	NA
"ENSG00000140451"	"ENSG00000147687"	NA	NA	NA
"ENSG00000187720"	"ENSG00000171115"	NA	NA	NA
"ENSG00000128595"	"ENSG00000138018"	NA	NA	NA
"ENSG00000137033"	"ENSG00000137700"	NA	NA	NA
"ENSG00000265917"	"ENSG00000178538"	NA	NA	NA
"ENSG00000228192"	"ENSG00000013563"	NA	NA	NA
"ENSG00000010379"	"ENSG00000171865"	NA	NA	NA
"ENSG00000173258"	"ENSG00000133574"	NA	NA	NA
"ENSG00000260432"	"ENSG00000134326"	NA	NA	NA
"ENSG00000147649"	"ENSG00000135924"	NA	NA	NA
"ENSG00000125966"	"ENSG00000215068"	NA	NA	NA
"ENSG00000090054"	"ENSG00000099999"	NA	NA	NA
"ENSG00000269609"	"ENSG00000164134"	NA	NA	NA
"ENSG00000206149"	"ENSG00000167244"	NA	NA	NA
"ENSG00000128833"	"ENSG00000206535"	NA	NA	NA
"ENSG00000185950"	"ENSG00000163386"	NA	NA	NA
"ENSG00000130787"	"ENSG00000182993"	NA	NA	NA
"ENSG00000198429"	"ENSG00000105072"	NA	NA	NA
"ENSG00000243234"	"ENSG00000085760"	NA	NA	NA
"ENSG00000148908"	"ENSG00000178498"	NA	NA	NA
"ENSG00000134531"	"ENSG00000197170"	NA	NA	NA
"ENSG00000137177"	"ENSG00000185015"	NA	NA	NA
"ENSG00000038295"	"ENSG00000141378"	NA	NA	NA
"ENSG00000268707"	"ENSG00000114779"	NA	NA	NA
"ENSG00000197465"	"ENSG00000187118"	NA	NA	NA
"ENSG00000154822"	"ENSG00000160298"	NA	NA	NA
"ENSG00000174886"	"ENSG00000187098"	NA	NA	NA
"ENSG00000183570"	"ENSG00000106617"	NA	NA	NA
"ENSG00000169299"	"ENSG00000143178"	NA	NA	NA
"ENSG00000183018"	"ENSG00000197798"	NA	NA	NA
"ENSG00000146802"	"ENSG00000266053"	NA	NA	NA
"ENSG00000163633"	"ENSG00000110013"	NA	NA	NA
"ENSG00000147894"	"ENSG00000180573"	NA	NA	NA
"ENSG00000066697"	"ENSG00000140350"	NA	NA	NA
"ENSG00000233871"	"ENSG00000102098"	NA	NA	NA
"ENSG00000141429"	"ENSG00000246922"	NA	NA	NA
"ENSG00000162378"	"ENSG00000179912"	NA	NA	NA
"ENSG00000197579"	"ENSG00000273230"	NA	NA	NA
"ENSG00000260495"	"ENSG00000184702"	NA	NA	NA
"ENSG00000020129"	"ENSG00000187522"	NA	NA	NA
"ENSG00000225399"	"ENSG00000127663"	NA	NA	NA
"ENSG00000142661"	"ENSG00000146242"	NA	NA	NA
"ENSG00000136149"	"ENSG00000182919"	NA	NA	NA
"ENSG00000177045"	"ENSG00000086619"	NA	NA	NA
"ENSG00000245205"	"ENSG00000237172"	NA	NA	NA
"ENSG00000149418"	"ENSG00000100027"	NA	NA	NA
"ENSG00000185274"	"ENSG00000140876"	NA	NA	NA
"ENSG00000134760"	"ENSG00000251595"	NA	NA	NA
"ENSG00000048392"	"ENSG00000071246"	NA	NA	NA
"ENSG00000181826"	"ENSG00000135063"	NA	NA	NA
"ENSG00000158220"	"ENSG00000105738"	NA	NA	NA
"ENSG00000229589"	"ENSG00000159164"	NA	NA	NA
"ENSG00000144229"	"ENSG00000119866"	NA	NA	NA
"ENSG00000133121"	"ENSG00000182985"	NA	NA	NA
"ENSG00000227176"	"ENSG00000184465"	NA	NA	NA
"ENSG00000149634"	"ENSG00000172465"	NA	NA	NA
"ENSG00000249673"	"ENSG00000235363"	NA	NA	NA
"ENSG00000186591"	"ENSG00000112576"	NA	NA	NA
"ENSG00000177173"	"ENSG00000164024"	NA	NA	NA
"ENSG00000021355"	"ENSG00000005022"	NA	NA	NA
"ENSG00000262903"	"ENSG00000135521"	NA	NA	NA
"ENSG00000236439"	"ENSG00000135763"	NA	NA	NA
"ENSG00000164627"	"ENSG00000261326"	NA	NA	NA
"ENSG00000139687"	"ENSG00000169271"	NA	NA	NA
"ENSG00000219747"	"ENSG00000120029"	NA	NA	NA
"ENSG00000198689"	"ENSG00000174943"	NA	NA	NA
"ENSG00000204103"	"ENSG00000261167"	NA	NA	NA
"ENSG00000115318"	"ENSG00000105953"	NA	NA	NA
"ENSG00000182957"	"ENSG00000236104"	NA	NA	NA
"ENSG00000270179"	"ENSG00000126767"	NA	NA	NA
"ENSG00000163328"	"ENSG00000172748"	NA	NA	NA
"ENSG00000135763"	"ENSG00000178307"	NA	NA	NA
"ENSG00000047188"	"ENSG00000173818"	NA	NA	NA
"ENSG00000111271"	"ENSG00000115902"	NA	NA	NA
"ENSG00000132016"	"ENSG00000162618"	NA	NA	NA
"ENSG00000223509"	"ENSG00000205643"	NA	NA	NA
"ENSG00000134460"	"ENSG00000261884"	NA	NA	NA
"ENSG00000223784"	"ENSG00000134684"	NA	NA	NA
"ENSG00000204991"	"ENSG00000177692"	NA	NA	NA
"ENSG00000104472"	"ENSG00000111237"	NA	NA	NA
"ENSG00000013561"	"ENSG00000102897"	NA	NA	NA
"ENSG00000138101"	"ENSG00000111907"	NA	NA	NA
"ENSG00000228214"	"ENSG00000154328"	NA	NA	NA
"ENSG00000224531"	"ENSG00000139624"	NA	NA	NA
"ENSG00000272750"	"ENSG00000108588"	NA	NA	NA
"ENSG00000105617"	"ENSG00000087074"	NA	NA	NA
"ENSG00000244086"	"ENSG00000171307"	NA	NA	NA
"ENSG00000086544"	"ENSG00000198046"	NA	NA	NA
"ENSG00000188917"	"ENSG00000068323"	NA	NA	NA
"ENSG00000081014"	"ENSG00000159348"	NA	NA	NA
"ENSG00000260025"	"ENSG00000074603"	NA	NA	NA
"ENSG00000086991"	"ENSG00000114867"	NA	NA	NA
"ENSG00000232593"	"ENSG00000260579"	NA	NA	NA
"ENSG00000139970"	"ENSG00000142197"	NA	NA	NA
"ENSG00000263698"	"ENSG00000180357"	NA	NA	NA
"ENSG00000174010"	"ENSG00000076685"	NA	NA	NA
"ENSG00000177752"	"ENSG00000253704"	NA	NA	NA
"ENSG00000069188"	"ENSG00000140157"	NA	NA	NA
"ENSG00000118454"	"ENSG00000171310"	NA	NA	NA
"ENSG00000161249"	"ENSG00000166912"	NA	NA	NA
"ENSG00000049246"	"ENSG00000175182"	NA	NA	NA
"ENSG00000163606"	"ENSG00000136897"	NA	NA	NA
"ENSG00000153790"	"ENSG00000198722"	NA	NA	NA
"ENSG00000188760"	"ENSG00000000460"	NA	NA	NA
"ENSG00000154262"	"ENSG00000139190"	NA	NA	NA
"ENSG00000183864"	"ENSG00000166387"	NA	NA	NA
"ENSG00000254531"	"ENSG00000166073"	NA	NA	NA
"ENSG00000157107"	"ENSG00000204923"	NA	NA	NA
"ENSG00000234160"	"ENSG00000180884"	NA	NA	NA
"ENSG00000020922"	"ENSG00000198246"	NA	NA	NA
"ENSG00000197442"	"ENSG00000090615"	NA	NA	NA
"ENSG00000204338"	"ENSG00000160145"	NA	NA	NA
"ENSG00000141068"	"ENSG00000176124"	NA	NA	NA
"ENSG00000184584"	"ENSG00000131323"	NA	NA	NA
"ENSG00000102034"	"ENSG00000197077"	NA	NA	NA
"ENSG00000010282"	"ENSG00000089091"	NA	NA	NA
"ENSG00000115457"	"ENSG00000134153"	NA	NA	NA
"ENSG00000261572"	"ENSG00000099256"	NA	NA	NA
"ENSG00000078328"	"ENSG00000006625"	NA	NA	NA
"ENSG00000138190"	"ENSG00000175970"	NA	NA	NA
"ENSG00000176678"	"ENSG00000260837"	NA	NA	NA
"ENSG00000130844"	"ENSG00000103066"	NA	NA	NA
"ENSG00000228502"	"ENSG00000175449"	NA	NA	NA
"ENSG00000116016"	"ENSG00000198844"	NA	NA	NA
"ENSG00000204577"	"ENSG00000198719"	NA	NA	NA
"ENSG00000119938"	"ENSG00000111641"	NA	NA	NA
"ENSG00000188215"	"ENSG00000140386"	NA	NA	NA
"ENSG00000204569"	"ENSG00000180611"	NA	NA	NA
"ENSG00000179698"	"ENSG00000117616"	NA	NA	NA
"ENSG00000161692"	"ENSG00000177225"	NA	NA	NA
"ENSG00000128923"	"ENSG00000108010"	NA	NA	NA
"ENSG00000197535"	"ENSG00000158528"	NA	NA	NA
"ENSG00000240399"	"ENSG00000157796"	NA	NA	NA
"ENSG00000102837"	"ENSG00000107719"	NA	NA	NA
"ENSG00000233237"	"ENSG00000146243"	NA	NA	NA
"ENSG00000251634"	"ENSG00000105514"	NA	NA	NA
"ENSG00000049883"	"ENSG00000134453"	NA	NA	NA
"ENSG00000224215"	"ENSG00000167861"	NA	NA	NA
"ENSG00000243517"	"ENSG00000249242"	NA	NA	NA
"ENSG00000177311"	"ENSG00000143850"	NA	NA	NA
"ENSG00000121579"	"ENSG00000080546"	NA	NA	NA
"ENSG00000074603"	"ENSG00000143401"	NA	NA	NA
"ENSG00000253710"	"ENSG00000102904"	NA	NA	NA
"ENSG00000254343"	"ENSG00000139675"	NA	NA	NA
"ENSG00000219133"	"ENSG00000003402"	NA	NA	NA
"ENSG00000168758"	"ENSG00000104081"	NA	NA	NA
"ENSG00000242474"	"ENSG00000144554"	NA	NA	NA
"ENSG00000259969"	"ENSG00000270804"	NA	NA	NA
"ENSG00000172869"	"ENSG00000169764"	NA	NA	NA
"ENSG00000081320"	"ENSG00000155508"	NA	NA	NA
"ENSG00000088930"	"ENSG00000136048"	NA	NA	NA
"ENSG00000166257"	"ENSG00000161010"	NA	NA	NA
"ENSG00000188086"	"ENSG00000157693"	NA	NA	NA
"ENSG00000168993"	"ENSG00000124802"	NA	NA	NA
"ENSG00000214290"	"ENSG00000095261"	NA	NA	NA
"ENSG00000183579"	"ENSG00000112877"	NA	NA	NA
"ENSG00000147324"	"ENSG00000260938"	NA	NA	NA
"ENSG00000099204"	"ENSG00000112039"	NA	NA	NA
"ENSG00000140157"	"ENSG00000103710"	NA	NA	NA
"ENSG00000185920"	"ENSG00000086062"	NA	NA	NA
"ENSG00000273284"	"ENSG00000138161"	NA	NA	NA
"ENSG00000162585"	"ENSG00000175662"	NA	NA	NA
"ENSG00000255366"	"ENSG00000005194"	NA	NA	NA
"ENSG00000203943"	"ENSG00000267858"	NA	NA	NA
"ENSG00000111785"	"ENSG00000136159"	NA	NA	NA
"ENSG00000166263"	"ENSG00000149547"	NA	NA	NA
"ENSG00000204131"	"ENSG00000236088"	NA	NA	NA
"ENSG00000223656"	"ENSG00000108773"	NA	NA	NA
"ENSG00000100031"	"ENSG00000121039"	NA	NA	NA
"ENSG00000185347"	"ENSG00000112511"	NA	NA	NA
"ENSG00000180758"	"ENSG00000233230"	NA	NA	NA
"ENSG00000259071"	"ENSG00000164172"	NA	NA	NA
"ENSG00000213443"	"ENSG00000180758"	NA	NA	NA
"ENSG00000124496"	"ENSG00000182670"	NA	NA	NA
"ENSG00000176641"	"ENSG00000247121"	NA	NA	NA
"ENSG00000151967"	"ENSG00000185379"	NA	NA	NA
"ENSG00000198865"	"ENSG00000143727"	NA	NA	NA
"ENSG00000141959"	"ENSG00000106976"	NA	NA	NA
"ENSG00000093072"	"ENSG00000129521"	NA	NA	NA
"ENSG00000227887"	"ENSG00000196220"	NA	NA	NA
"ENSG00000109099"	"ENSG00000124370"	NA	NA	NA
"ENSG00000124942"	"ENSG00000261377"	NA	NA	NA
"ENSG00000109381"	"ENSG00000213443"	NA	NA	NA
"ENSG00000077684"	"ENSG00000185453"	NA	NA	NA
"ENSG00000223396"	"ENSG00000110063"	NA	NA	NA
"ENSG00000139880"	"ENSG00000028839"	NA	NA	NA
"ENSG00000173545"	"ENSG00000180901"	NA	NA	NA
"ENSG00000147853"	"ENSG00000164182"	NA	NA	NA
"ENSG00000104689"	"ENSG00000172936"	NA	NA	NA
"ENSG00000196167"	"ENSG00000187994"	NA	NA	NA
"ENSG00000072134"	"ENSG00000271997"	NA	NA	NA
"ENSG00000175161"	"ENSG00000184939"	NA	NA	NA
"ENSG00000169432"	"ENSG00000138185"	NA	NA	NA
"ENSG00000103034"	"ENSG00000166478"	NA	NA	NA
"ENSG00000086300"	"ENSG00000247092"	NA	NA	NA
"ENSG00000233762"	"ENSG00000121440"	NA	NA	NA
"ENSG00000158122"	"ENSG00000260329"	NA	NA	NA
"ENSG00000204815"	"ENSG00000046647"	NA	NA	NA
"ENSG00000080561"	"ENSG00000007202"	NA	NA	NA
"ENSG00000132953"	"ENSG00000141140"	NA	NA	NA
"ENSG00000271795"	"ENSG00000163162"	NA	NA	NA
"ENSG00000257093"	"ENSG00000170876"	NA	NA	NA
"ENSG00000135686"	"ENSG00000120705"	NA	NA	NA
"ENSG00000234690"	"ENSG00000176401"	NA	NA	NA
"ENSG00000225194"	"ENSG00000137764"	NA	NA	NA
"ENSG00000261324"	"ENSG00000138592"	NA	NA	NA
"ENSG00000081692"	"ENSG00000174173"	NA	NA	NA
"ENSG00000156206"	"ENSG00000143324"	NA	NA	NA
"ENSG00000053770"	"ENSG00000104312"	NA	NA	NA
"ENSG00000170876"	"ENSG00000159267"	NA	NA	NA
"ENSG00000260006"	"ENSG00000086189"	NA	NA	NA
"ENSG00000266563"	"ENSG00000149294"	NA	NA	NA
"ENSG00000185633"	"ENSG00000124222"	NA	NA	NA
"ENSG00000271959"	"ENSG00000120526"	NA	NA	NA
"ENSG00000065882"	"ENSG00000131236"	NA	NA	NA
"ENSG00000169764"	"ENSG00000156831"	NA	NA	NA
"ENSG00000272512"	"ENSG00000163328"	NA	NA	NA
"ENSG00000111696"	"ENSG00000010295"	NA	NA	NA
"ENSG00000004866"	"ENSG00000072110"	NA	NA	NA
"ENSG00000273075"	"ENSG00000178537"	NA	NA	NA
"ENSG00000102595"	"ENSG00000175575"	NA	NA	NA
"ENSG00000103485"	"ENSG00000109084"	NA	NA	NA
"ENSG00000005893"	"ENSG00000114405"	NA	NA	NA
"ENSG00000132932"	"ENSG00000148341"	NA	NA	NA
"ENSG00000184208"	"ENSG00000132429"	NA	NA	NA
"ENSG00000248334"	"ENSG00000023734"	NA	NA	NA
"ENSG00000165609"	"ENSG00000096433"	NA	NA	NA
"ENSG00000114867"	"ENSG00000124570"	NA	NA	NA
"ENSG00000196296"	"ENSG00000116138"	NA	NA	NA
"ENSG00000231234"	"ENSG00000038532"	NA	NA	NA
"ENSG00000155629"	"ENSG00000164054"	NA	NA	NA
"ENSG00000057294"	"ENSG00000125772"	NA	NA	NA
"ENSG00000130731"	"ENSG00000104946"	NA	NA	NA
"ENSG00000065413"	"ENSG00000104419"	NA	NA	NA
"ENSG00000116819"	"ENSG00000100926"	NA	NA	NA
"ENSG00000144747"	"ENSG00000151623"	NA	NA	NA
"ENSG00000116857"	"ENSG00000102024"	NA	NA	NA
"ENSG00000133265"	"ENSG00000182841"	NA	NA	NA
"ENSG00000162377"	"ENSG00000159788"	NA	NA	NA
"ENSG00000133195"	"ENSG00000134375"	NA	NA	NA
"ENSG00000237940"	"ENSG00000170153"	NA	NA	NA
"ENSG00000101104"	"ENSG00000066027"	NA	NA	NA
"ENSG00000140650"	"ENSG00000119487"	NA	NA	NA
"ENSG00000206052"	"ENSG00000109794"	NA	NA	NA
"ENSG00000171865"	"ENSG00000187231"	NA	NA	NA
"ENSG00000102743"	"ENSG00000143878"	NA	NA	NA
"ENSG00000130589"	"ENSG00000272604"	NA	NA	NA
"ENSG00000273290"	"ENSG00000068028"	NA	NA	NA
"ENSG00000130255"	"ENSG00000116991"	NA	NA	NA
"ENSG00000166821"	"ENSG00000146802"	NA	NA	NA
"ENSG00000181039"	"ENSG00000163803"	NA	NA	NA
"ENSG00000243753"	"ENSG00000100564"	NA	NA	NA
"ENSG00000198355"	"ENSG00000196440"	NA	NA	NA
"ENSG00000137692"	"ENSG00000155096"	NA	NA	NA
"ENSG00000106009"	"ENSG00000176407"	NA	NA	NA
"ENSG00000269896"	"ENSG00000088298"	NA	NA	NA
"ENSG00000251432"	"ENSG00000171984"	NA	NA	NA
"ENSG00000228307"	"ENSG00000163710"	NA	NA	NA
"ENSG00000236312"	"ENSG00000163864"	NA	NA	NA
"ENSG00000129422"	"ENSG00000087274"	NA	NA	NA
"ENSG00000251405"	"ENSG00000175764"	NA	NA	NA
"ENSG00000146966"	"ENSG00000057252"	NA	NA	NA
"ENSG00000262001"	"ENSG00000118454"	NA	NA	NA
"ENSG00000104998"	"ENSG00000261662"	NA	NA	NA
"ENSG00000238058"	"ENSG00000103222"	NA	NA	NA
"ENSG00000105383"	"ENSG00000121775"	NA	NA	NA
"ENSG00000233597"	"ENSG00000059769"	NA	NA	NA
"ENSG00000164134"	"ENSG00000141084"	NA	NA	NA
"ENSG00000069956"	"ENSG00000111271"	NA	NA	NA
"ENSG00000229944"	"ENSG00000228451"	NA	NA	NA
"ENSG00000187498"	"ENSG00000155256"	NA	NA	NA
"ENSG00000225265"	"ENSG00000230124"	NA	NA	NA
"ENSG00000167034"	"ENSG00000168096"	NA	NA	NA
"ENSG00000164088"	"ENSG00000141258"	NA	NA	NA
"ENSG00000273306"	"ENSG00000112304"	NA	NA	NA
"ENSG00000135776"	"ENSG00000204381"	NA	NA	NA
"ENSG00000129824"	"ENSG00000074660"	NA	NA	NA
"ENSG00000066629"	"ENSG00000163171"	NA	NA	NA
"ENSG00000102001"	"ENSG00000171421"	NA	NA	NA
"ENSG00000211450"	"ENSG00000163938"	NA	NA	NA
"ENSG00000104517"	"ENSG00000118058"	NA	NA	NA
"ENSG00000109452"	"ENSG00000167601"	NA	NA	NA
"ENSG00000184445"	"ENSG00000151532"	NA	NA	NA
"ENSG00000253982"	"ENSG00000141337"	NA	NA	NA
"ENSG00000224848"	"ENSG00000160199"	NA	NA	NA
"ENSG00000251867"	"ENSG00000166833"	NA	NA	NA
"ENSG00000170485"	"ENSG00000108375"	NA	NA	NA
"ENSG00000114200"	"ENSG00000109066"	NA	NA	NA
"ENSG00000224646"	"ENSG00000066697"	NA	NA	NA
"ENSG00000260633"	"ENSG00000163281"	NA	NA	NA
"ENSG00000255326"	"ENSG00000104687"	NA	NA	NA
"ENSG00000111816"	"ENSG00000136636"	NA	NA	NA
"ENSG00000158286"	"ENSG00000261879"	NA	NA	NA
"ENSG00000119787"	"ENSG00000124702"	NA	NA	NA
"ENSG00000114331"	"ENSG00000074800"	NA	NA	NA
"ENSG00000169105"	"ENSG00000136699"	NA	NA	NA
"ENSG00000235084"	"ENSG00000035687"	NA	NA	NA
"ENSG00000161395"	"ENSG00000145685"	NA	NA	NA
"ENSG00000100614"	"ENSG00000104695"	NA	NA	NA
"ENSG00000219928"	"ENSG00000148143"	NA	NA	NA
"ENSG00000152953"	"ENSG00000163637"	NA	NA	NA
"ENSG00000084090"	"ENSG00000125746"	NA	NA	NA
"ENSG00000142156"	"ENSG00000113384"	NA	NA	NA
"ENSG00000235453"	"ENSG00000136710"	NA	NA	NA
"ENSG00000125630"	"ENSG00000235501"	NA	NA	NA
"ENSG00000247572"	"ENSG00000110987"	NA	NA	NA
"ENSG00000162148"	"ENSG00000272077"	NA	NA	NA
"ENSG00000233396"	"ENSG00000259706"	NA	NA	NA
"ENSG00000116750"	"ENSG00000128590"	NA	NA	NA
"ENSG00000136731"	"ENSG00000197362"	NA	NA	NA
"ENSG00000109158"	"ENSG00000108061"	NA	NA	NA
"ENSG00000197081"	"ENSG00000158352"	NA	NA	NA
"ENSG00000164066"	"ENSG00000022840"	NA	NA	NA
"ENSG00000232838"	"ENSG00000144524"	NA	NA	NA
"ENSG00000267322"	"ENSG00000196428"	NA	NA	NA
"ENSG00000178057"	"ENSG00000035664"	NA	NA	NA
"ENSG00000085760"	"ENSG00000127947"	NA	NA	NA
"ENSG00000166046"	"ENSG00000130147"	NA	NA	NA
"ENSG00000163811"	"ENSG00000196975"	NA	NA	NA
"ENSG00000115286"	"ENSG00000152601"	NA	NA	NA
"ENSG00000204186"	"ENSG00000173641"	NA	NA	NA
"ENSG00000065057"	"ENSG00000198556"	NA	NA	NA
"ENSG00000062716"	"ENSG00000136816"	NA	NA	NA
"ENSG00000270172"	"ENSG00000169621"	NA	NA	NA
"ENSG00000244097"	"ENSG00000130052"	NA	NA	NA
"ENSG00000131941"	"ENSG00000114107"	NA	NA	NA
"ENSG00000165810"	"ENSG00000059378"	NA	NA	NA
"ENSG00000115091"	"ENSG00000079974"	NA	NA	NA
"ENSG00000238102"	"ENSG00000081189"	NA	NA	NA
"ENSG00000065243"	"ENSG00000078618"	NA	NA	NA
"ENSG00000240219"	"ENSG00000100522"	NA	NA	NA
"ENSG00000225787"	"ENSG00000184743"	NA	NA	NA
"ENSG00000164037"	"ENSG00000143815"	NA	NA	NA
"ENSG00000182890"	"ENSG00000247796"	NA	NA	NA
"ENSG00000122574"	"ENSG00000141448"	NA	NA	NA
"ENSG00000185596"	"ENSG00000156958"	NA	NA	NA
"ENSG00000158352"	"ENSG00000198146"	NA	NA	NA
"ENSG00000085382"	"ENSG00000153989"	NA	NA	NA
"ENSG00000260948"	"ENSG00000165269"	NA	NA	NA
"ENSG00000167642"	"ENSG00000068438"	NA	NA	NA
"ENSG00000204377"	"ENSG00000084693"	NA	NA	NA
"ENSG00000135521"	"ENSG00000145833"	NA	NA	NA
"ENSG00000091972"	"ENSG00000171574"	NA	NA	NA
