"DEgenes_DCM"	"DEgenes_HCM"	"DEgenes_PPCM"	"DEgenes_IntDCM"	"DEgenes_IntHCM"
"ENSG00000172346"	"ENSG00000129116"	NA	NA	NA
"ENSG00000262115"	"ENSG00000246430"	NA	NA	NA
"ENSG00000135362"	"ENSG00000236066"	NA	NA	NA
"ENSG00000163508"	"ENSG00000187140"	NA	NA	NA
"ENSG00000227082"	"ENSG00000185565"	NA	NA	NA
"ENSG00000198812"	"ENSG00000254481"	NA	NA	NA
"ENSG00000120820"	"ENSG00000148377"	NA	NA	NA
"ENSG00000101347"	"ENSG00000106538"	NA	NA	NA
"ENSG00000164972"	"ENSG00000123119"	NA	NA	NA
"ENSG00000254481"	"ENSG00000260625"	NA	NA	NA
"ENSG00000139194"	"ENSG00000164161"	NA	NA	NA
"ENSG00000235505"	"ENSG00000148926"	NA	NA	NA
"ENSG00000215241"	"ENSG00000181019"	NA	NA	NA
"ENSG00000258604"	"ENSG00000116396"	NA	NA	NA
"ENSG00000237310"	"ENSG00000182492"	NA	NA	NA
"ENSG00000161509"	"ENSG00000125384"	NA	NA	NA
"ENSG00000271259"	"ENSG00000224418"	NA	NA	NA
"ENSG00000261496"	"ENSG00000125046"	NA	NA	NA
"ENSG00000158517"	"ENSG00000196338"	NA	NA	NA
"ENSG00000158014"	"ENSG00000153208"	NA	NA	NA
"ENSG00000230148"	"ENSG00000117479"	NA	NA	NA
"ENSG00000147145"	"ENSG00000182379"	NA	NA	NA
"ENSG00000182272"	"ENSG00000099998"	NA	NA	NA
"ENSG00000170961"	"ENSG00000204929"	NA	NA	NA
"ENSG00000227811"	"ENSG00000196517"	NA	NA	NA
"ENSG00000169442"	"ENSG00000198286"	NA	NA	NA
"ENSG00000134321"	"ENSG00000111087"	NA	NA	NA
"ENSG00000064547"	"ENSG00000259520"	NA	NA	NA
"ENSG00000184557"	"ENSG00000272572"	NA	NA	NA
"ENSG00000169508"	"ENSG00000227051"	NA	NA	NA
"ENSG00000180773"	"ENSG00000251003"	NA	NA	NA
"ENSG00000130032"	"ENSG00000196376"	NA	NA	NA
"ENSG00000160299"	"ENSG00000185313"	NA	NA	NA
"ENSG00000160307"	"ENSG00000272144"	NA	NA	NA
"ENSG00000230606"	"ENSG00000139626"	NA	NA	NA
"ENSG00000145242"	"ENSG00000225210"	NA	NA	NA
"ENSG00000112182"	"ENSG00000143196"	NA	NA	NA
"ENSG00000120738"	"ENSG00000215187"	NA	NA	NA
"ENSG00000239474"	"ENSG00000123901"	NA	NA	NA
"ENSG00000124116"	"ENSG00000130201"	NA	NA	NA
"ENSG00000176659"	"ENSG00000255090"	NA	NA	NA
"ENSG00000104883"	"ENSG00000142233"	NA	NA	NA
"ENSG00000198547"	"ENSG00000131459"	NA	NA	NA
"ENSG00000147168"	"ENSG00000173714"	NA	NA	NA
"ENSG00000205045"	"ENSG00000160801"	NA	NA	NA
"ENSG00000100170"	"ENSG00000223865"	NA	NA	NA
"ENSG00000232229"	"ENSG00000173715"	NA	NA	NA
"ENSG00000236914"	"ENSG00000118898"	NA	NA	NA
"ENSG00000019582"	"ENSG00000165140"	NA	NA	NA
"ENSG00000136514"	"ENSG00000166510"	NA	NA	NA
"ENSG00000172469"	"ENSG00000273374"	NA	NA	NA
"ENSG00000026950"	"ENSG00000139193"	NA	NA	NA
"ENSG00000011426"	"ENSG00000120645"	NA	NA	NA
"ENSG00000103415"	"ENSG00000204851"	NA	NA	NA
"ENSG00000128298"	"ENSG00000129194"	NA	NA	NA
"ENSG00000126262"	"ENSG00000162511"	NA	NA	NA
"ENSG00000234664"	"ENSG00000273145"	NA	NA	NA
"ENSG00000115107"	"ENSG00000271538"	NA	NA	NA
"ENSG00000196338"	"ENSG00000253395"	NA	NA	NA
"ENSG00000060982"	"ENSG00000241135"	NA	NA	NA
"ENSG00000137968"	"ENSG00000253764"	NA	NA	NA
"ENSG00000135324"	"ENSG00000007264"	NA	NA	NA
"ENSG00000260065"	"ENSG00000087085"	NA	NA	NA
"ENSG00000163040"	"ENSG00000156219"	NA	NA	NA
"ENSG00000197584"	"ENSG00000108556"	NA	NA	NA
"ENSG00000258819"	"ENSG00000204366"	NA	NA	NA
"ENSG00000248431"	"ENSG00000091986"	NA	NA	NA
"ENSG00000162494"	"ENSG00000165072"	NA	NA	NA
"ENSG00000235033"	"ENSG00000135324"	NA	NA	NA
"ENSG00000258457"	"ENSG00000218052"	NA	NA	NA
"ENSG00000138615"	"ENSG00000246022"	NA	NA	NA
"ENSG00000246214"	"ENSG00000159339"	NA	NA	NA
"ENSG00000140450"	"ENSG00000247746"	NA	NA	NA
"ENSG00000188897"	"ENSG00000267838"	NA	NA	NA
"ENSG00000175643"	"ENSG00000152822"	NA	NA	NA
"ENSG00000100351"	"ENSG00000228252"	NA	NA	NA
"ENSG00000108309"	"ENSG00000117091"	NA	NA	NA
"ENSG00000163661"	"ENSG00000176387"	NA	NA	NA
"ENSG00000227781"	"ENSG00000210107"	NA	NA	NA
"ENSG00000169071"	"ENSG00000131620"	NA	NA	NA
"ENSG00000108405"	"ENSG00000156103"	NA	NA	NA
"ENSG00000173391"	"ENSG00000232229"	NA	NA	NA
"ENSG00000168421"	"ENSG00000101695"	NA	NA	NA
"ENSG00000134376"	"ENSG00000180353"	NA	NA	NA
"ENSG00000101470"	"ENSG00000235033"	NA	NA	NA
"ENSG00000157551"	"ENSG00000128805"	NA	NA	NA
"ENSG00000130222"	"ENSG00000227039"	NA	NA	NA
"ENSG00000253250"	"ENSG00000091137"	NA	NA	NA
"ENSG00000136490"	"ENSG00000075413"	NA	NA	NA
"ENSG00000126709"	"ENSG00000115363"	NA	NA	NA
"ENSG00000133067"	"ENSG00000069122"	NA	NA	NA
"ENSG00000197093"	"ENSG00000186998"	NA	NA	NA
"ENSG00000254017"	"ENSG00000004799"	NA	NA	NA
"ENSG00000185105"	"ENSG00000182916"	NA	NA	NA
"ENSG00000272223"	"ENSG00000161643"	NA	NA	NA
"ENSG00000100767"	"ENSG00000163638"	NA	NA	NA
"ENSG00000118432"	"ENSG00000152939"	NA	NA	NA
"ENSG00000143740"	"ENSG00000272927"	NA	NA	NA
"ENSG00000166510"	"ENSG00000185652"	NA	NA	NA
"ENSG00000151365"	"ENSG00000251216"	NA	NA	NA
"ENSG00000115556"	"ENSG00000070601"	NA	NA	NA
"ENSG00000227036"	"ENSG00000181234"	NA	NA	NA
"ENSG00000270010"	"ENSG00000273117"	NA	NA	NA
"ENSG00000168995"	"ENSG00000105352"	NA	NA	NA
"ENSG00000108381"	"ENSG00000099860"	NA	NA	NA
"ENSG00000261335"	"ENSG00000166323"	NA	NA	NA
"ENSG00000067840"	"ENSG00000128918"	NA	NA	NA
"ENSG00000183098"	"ENSG00000197124"	NA	NA	NA
"ENSG00000156427"	"ENSG00000241935"	NA	NA	NA
"ENSG00000213402"	"ENSG00000159399"	NA	NA	NA
"ENSG00000164082"	"ENSG00000260065"	NA	NA	NA
"ENSG00000242574"	"ENSG00000240292"	NA	NA	NA
"ENSG00000253771"	"ENSG00000100234"	NA	NA	NA
"ENSG00000116852"	"ENSG00000081181"	NA	NA	NA
"ENSG00000273237"	"ENSG00000160862"	NA	NA	NA
"ENSG00000065923"	"ENSG00000204442"	NA	NA	NA
"ENSG00000198400"	"ENSG00000213996"	NA	NA	NA
"ENSG00000108700"	"ENSG00000115107"	NA	NA	NA
"ENSG00000130294"	"ENSG00000161381"	NA	NA	NA
"ENSG00000272541"	"ENSG00000179057"	NA	NA	NA
"ENSG00000171596"	"ENSG00000175866"	NA	NA	NA
"ENSG00000270681"	"ENSG00000143119"	NA	NA	NA
"ENSG00000169604"	"ENSG00000272784"	NA	NA	NA
"ENSG00000177675"	"ENSG00000263874"	NA	NA	NA
"ENSG00000085563"	"ENSG00000204622"	NA	NA	NA
"ENSG00000078401"	"ENSG00000182566"	NA	NA	NA
"ENSG00000182580"	"ENSG00000150594"	NA	NA	NA
"ENSG00000165171"	"ENSG00000173369"	NA	NA	NA
"ENSG00000163599"	"ENSG00000137078"	NA	NA	NA
"ENSG00000120885"	"ENSG00000145623"	NA	NA	NA
"ENSG00000006210"	"ENSG00000158714"	NA	NA	NA
"ENSG00000207949"	"ENSG00000245468"	NA	NA	NA
"ENSG00000158008"	"ENSG00000115423"	NA	NA	NA
"ENSG00000204291"	"ENSG00000164669"	NA	NA	NA
"ENSG00000250899"	"ENSG00000115556"	NA	NA	NA
"ENSG00000211772"	"ENSG00000182866"	NA	NA	NA
"ENSG00000240292"	"ENSG00000157734"	NA	NA	NA
"ENSG00000033867"	"ENSG00000089127"	NA	NA	NA
"ENSG00000123505"	"ENSG00000138134"	NA	NA	NA
"ENSG00000123119"	"ENSG00000167123"	NA	NA	NA
"ENSG00000165646"	"ENSG00000065923"	NA	NA	NA
"ENSG00000152939"	"ENSG00000118432"	NA	NA	NA
"ENSG00000118985"	"ENSG00000226913"	NA	NA	NA
"ENSG00000132965"	"ENSG00000130037"	NA	NA	NA
"ENSG00000146374"	"ENSG00000166343"	NA	NA	NA
"ENSG00000231389"	"ENSG00000181004"	NA	NA	NA
"ENSG00000124203"	"ENSG00000135821"	NA	NA	NA
"ENSG00000143994"	"ENSG00000197093"	NA	NA	NA
"ENSG00000182179"	"ENSG00000015520"	NA	NA	NA
"ENSG00000255423"	"ENSG00000188613"	NA	NA	NA
"ENSG00000244482"	"ENSG00000183571"	NA	NA	NA
"ENSG00000176868"	"ENSG00000165646"	NA	NA	NA
"ENSG00000213722"	"ENSG00000156427"	NA	NA	NA
"ENSG00000203706"	"ENSG00000138587"	NA	NA	NA
"ENSG00000187134"	"ENSG00000132530"	NA	NA	NA
"ENSG00000167900"	"ENSG00000181104"	NA	NA	NA
"ENSG00000175928"	"ENSG00000174437"	NA	NA	NA
"ENSG00000159674"	"ENSG00000198835"	NA	NA	NA
"ENSG00000152076"	"ENSG00000115828"	NA	NA	NA
"ENSG00000131747"	"ENSG00000164129"	NA	NA	NA
"ENSG00000254718"	"ENSG00000171303"	NA	NA	NA
"ENSG00000242419"	"ENSG00000185669"	NA	NA	NA
"ENSG00000117394"	"ENSG00000261617"	NA	NA	NA
"ENSG00000138193"	"ENSG00000134470"	NA	NA	NA
"ENSG00000248015"	"ENSG00000166401"	NA	NA	NA
"ENSG00000248692"	"ENSG00000133107"	NA	NA	NA
"ENSG00000272715"	"ENSG00000125534"	NA	NA	NA
"ENSG00000124440"	"ENSG00000136514"	NA	NA	NA
"ENSG00000106688"	"ENSG00000180773"	NA	NA	NA
"ENSG00000179542"	"ENSG00000164176"	NA	NA	NA
"ENSG00000230970"	"ENSG00000110811"	NA	NA	NA
"ENSG00000166106"	"ENSG00000186340"	NA	NA	NA
"ENSG00000236714"	"ENSG00000253878"	NA	NA	NA
"ENSG00000273077"	"ENSG00000134042"	NA	NA	NA
"ENSG00000157680"	"ENSG00000231160"	NA	NA	NA
"ENSG00000106333"	"ENSG00000183918"	NA	NA	NA
"ENSG00000177464"	"ENSG00000183287"	NA	NA	NA
"ENSG00000270164"	"ENSG00000248115"	NA	NA	NA
"ENSG00000110881"	"ENSG00000266993"	NA	NA	NA
"ENSG00000107736"	"ENSG00000115919"	NA	NA	NA
"ENSG00000235565"	"ENSG00000134986"	NA	NA	NA
"ENSG00000188157"	"ENSG00000108309"	NA	NA	NA
"ENSG00000173114"	"ENSG00000228307"	NA	NA	NA
"ENSG00000263207"	"ENSG00000246731"	NA	NA	NA
"ENSG00000099998"	"ENSG00000270164"	NA	NA	NA
"ENSG00000172794"	"ENSG00000255458"	NA	NA	NA
"ENSG00000126467"	"ENSG00000103404"	NA	NA	NA
"ENSG00000233280"	"ENSG00000184113"	NA	NA	NA
"ENSG00000270346"	"ENSG00000142149"	NA	NA	NA
"ENSG00000174437"	"ENSG00000181036"	NA	NA	NA
"ENSG00000140678"	"ENSG00000099365"	NA	NA	NA
"ENSG00000235878"	"ENSG00000101276"	NA	NA	NA
"ENSG00000103404"	"ENSG00000210151"	NA	NA	NA
"ENSG00000162241"	"ENSG00000188404"	NA	NA	NA
"ENSG00000259834"	"ENSG00000254718"	NA	NA	NA
"ENSG00000117479"	"ENSG00000132465"	NA	NA	NA
"ENSG00000100003"	"ENSG00000166033"	NA	NA	NA
"ENSG00000114346"	"ENSG00000111684"	NA	NA	NA
"ENSG00000183196"	"ENSG00000174938"	NA	NA	NA
"ENSG00000136002"	"ENSG00000205517"	NA	NA	NA
"ENSG00000126878"	"ENSG00000066185"	NA	NA	NA
"ENSG00000136867"	"ENSG00000106336"	NA	NA	NA
"ENSG00000224729"	"ENSG00000260711"	NA	NA	NA
"ENSG00000158747"	"ENSG00000264868"	NA	NA	NA
"ENSG00000102802"	"ENSG00000111331"	NA	NA	NA
"ENSG00000075413"	"ENSG00000254402"	NA	NA	NA
"ENSG00000189056"	"ENSG00000272841"	NA	NA	NA
"ENSG00000178685"	"ENSG00000012124"	NA	NA	NA
"ENSG00000163751"	"ENSG00000234028"	NA	NA	NA
"ENSG00000169313"	"ENSG00000175463"	NA	NA	NA
"ENSG00000250497"	"ENSG00000080031"	NA	NA	NA
"ENSG00000134470"	"ENSG00000173918"	NA	NA	NA
"ENSG00000149260"	"ENSG00000116260"	NA	NA	NA
"ENSG00000179057"	"ENSG00000169313"	NA	NA	NA
"ENSG00000173083"	"ENSG00000254017"	NA	NA	NA
"ENSG00000069702"	"ENSG00000147526"	NA	NA	NA
"ENSG00000235999"	"ENSG00000124749"	NA	NA	NA
"ENSG00000143110"	"ENSG00000128298"	NA	NA	NA
"ENSG00000119917"	"ENSG00000178685"	NA	NA	NA
"ENSG00000198517"	"ENSG00000170745"	NA	NA	NA
"ENSG00000134986"	"ENSG00000197599"	NA	NA	NA
"ENSG00000234028"	"ENSG00000100979"	NA	NA	NA
"ENSG00000204420"	"ENSG00000174514"	NA	NA	NA
"ENSG00000233930"	"ENSG00000101871"	NA	NA	NA
"ENSG00000254415"	"ENSG00000228812"	NA	NA	NA
"ENSG00000268518"	"ENSG00000177989"	NA	NA	NA
"ENSG00000011105"	"ENSG00000105048"	NA	NA	NA
"ENSG00000214548"	"ENSG00000166292"	NA	NA	NA
"ENSG00000196090"	"ENSG00000004777"	NA	NA	NA
"ENSG00000099365"	"ENSG00000163235"	NA	NA	NA
"ENSG00000272944"	"ENSG00000188897"	NA	NA	NA
"ENSG00000197599"	"ENSG00000106536"	NA	NA	NA
"ENSG00000064989"	"ENSG00000124920"	NA	NA	NA
"ENSG00000198734"	"ENSG00000231346"	NA	NA	NA
"ENSG00000089127"	"ENSG00000095203"	NA	NA	NA
"ENSG00000134294"	"ENSG00000185904"	NA	NA	NA
"ENSG00000103196"	"ENSG00000102760"	NA	NA	NA
"ENSG00000180458"	"ENSG00000138646"	NA	NA	NA
"ENSG00000153563"	"ENSG00000155465"	NA	NA	NA
"ENSG00000183250"	"ENSG00000236958"	NA	NA	NA
"ENSG00000101276"	"ENSG00000142733"	NA	NA	NA
"ENSG00000161940"	"ENSG00000009790"	NA	NA	NA
"ENSG00000196209"	"ENSG00000111186"	NA	NA	NA
"ENSG00000185860"	"ENSG00000005187"	NA	NA	NA
"ENSG00000150625"	"ENSG00000207949"	NA	NA	NA
"ENSG00000168280"	"ENSG00000182255"	NA	NA	NA
"ENSG00000142233"	"ENSG00000132326"	NA	NA	NA
"ENSG00000134594"	"ENSG00000123496"	NA	NA	NA
"ENSG00000135821"	"ENSG00000173083"	NA	NA	NA
"ENSG00000095203"	"ENSG00000230970"	NA	NA	NA
"ENSG00000174403"	"ENSG00000159216"	NA	NA	NA
"ENSG00000130595"	"ENSG00000198932"	NA	NA	NA
"ENSG00000217330"	"ENSG00000131747"	NA	NA	NA
"ENSG00000175147"	"ENSG00000176597"	NA	NA	NA
"ENSG00000139767"	"ENSG00000272669"	NA	NA	NA
"ENSG00000224786"	"ENSG00000253250"	NA	NA	NA
"ENSG00000158869"	"ENSG00000228444"	NA	NA	NA
"ENSG00000269235"	"ENSG00000273077"	NA	NA	NA
"ENSG00000184905"	"ENSG00000145358"	NA	NA	NA
"ENSG00000261468"	"ENSG00000189056"	NA	NA	NA
"ENSG00000159713"	"ENSG00000087494"	NA	NA	NA
"ENSG00000133048"	"ENSG00000224934"	NA	NA	NA
"ENSG00000244486"	"ENSG00000176697"	NA	NA	NA
"ENSG00000263155"	"ENSG00000183114"	NA	NA	NA
"ENSG00000164404"	"ENSG00000134765"	NA	NA	NA
"ENSG00000267283"	"ENSG00000227456"	NA	NA	NA
"ENSG00000145725"	"ENSG00000164488"	NA	NA	NA
"ENSG00000109339"	"ENSG00000231389"	NA	NA	NA
"ENSG00000123643"	"ENSG00000273151"	NA	NA	NA
"ENSG00000196843"	"ENSG00000158747"	NA	NA	NA
"ENSG00000267799"	"ENSG00000166183"	NA	NA	NA
"ENSG00000168056"	"ENSG00000103449"	NA	NA	NA
"ENSG00000167964"	"ENSG00000183486"	NA	NA	NA
"ENSG00000163406"	"ENSG00000064201"	NA	NA	NA
"ENSG00000150051"	"ENSG00000120729"	NA	NA	NA
"ENSG00000008516"	"ENSG00000236120"	NA	NA	NA
"ENSG00000145335"	"ENSG00000171502"	NA	NA	NA
"ENSG00000088387"	"ENSG00000147382"	NA	NA	NA
"ENSG00000181234"	"ENSG00000141744"	NA	NA	NA
"ENSG00000143546"	"ENSG00000177144"	NA	NA	NA
"ENSG00000165323"	"ENSG00000152076"	NA	NA	NA
"ENSG00000099869"	"ENSG00000085563"	NA	NA	NA
"ENSG00000112290"	"ENSG00000232810"	NA	NA	NA
"ENSG00000162511"	"ENSG00000155974"	NA	NA	NA
"ENSG00000146540"	"ENSG00000259088"	NA	NA	NA
"ENSG00000149809"	"ENSG00000172139"	NA	NA	NA
"ENSG00000154874"	"ENSG00000139194"	NA	NA	NA
"ENSG00000087495"	"ENSG00000100100"	NA	NA	NA
"ENSG00000004799"	"ENSG00000248367"	NA	NA	NA
"ENSG00000261701"	"ENSG00000117090"	NA	NA	NA
"ENSG00000049283"	"ENSG00000249868"	NA	NA	NA
"ENSG00000139209"	"ENSG00000204291"	NA	NA	NA
"ENSG00000181418"	"ENSG00000120820"	NA	NA	NA
"ENSG00000148702"	"ENSG00000161509"	NA	NA	NA
"ENSG00000272463"	"ENSG00000142408"	NA	NA	NA
"ENSG00000133794"	"ENSG00000225511"	NA	NA	NA
"ENSG00000187566"	"ENSG00000187116"	NA	NA	NA
"ENSG00000141622"	"ENSG00000197471"	NA	NA	NA
"ENSG00000230084"	"ENSG00000198517"	NA	NA	NA
"ENSG00000165084"	"ENSG00000197584"	NA	NA	NA
"ENSG00000270177"	"ENSG00000237187"	NA	NA	NA
"ENSG00000197457"	"ENSG00000179715"	NA	NA	NA
"ENSG00000261553"	"ENSG00000232352"	NA	NA	NA
"ENSG00000272872"	"ENSG00000244486"	NA	NA	NA
"ENSG00000226005"	"ENSG00000102802"	NA	NA	NA
"ENSG00000250603"	"ENSG00000162241"	NA	NA	NA
"ENSG00000150594"	"ENSG00000042062"	NA	NA	NA
"ENSG00000175602"	"ENSG00000272155"	NA	NA	NA
"ENSG00000168356"	"ENSG00000166546"	NA	NA	NA
"ENSG00000162676"	"ENSG00000123505"	NA	NA	NA
"ENSG00000164619"	"ENSG00000224541"	NA	NA	NA
"ENSG00000140022"	"ENSG00000114812"	NA	NA	NA
"ENSG00000179914"	"ENSG00000175699"	NA	NA	NA
"ENSG00000128918"	"ENSG00000161149"	NA	NA	NA
"ENSG00000153064"	"ENSG00000197927"	NA	NA	NA
"ENSG00000103021"	"ENSG00000166473"	NA	NA	NA
"ENSG00000168615"	"ENSG00000115252"	NA	NA	NA
"ENSG00000084674"	"ENSG00000163040"	NA	NA	NA
"ENSG00000153253"	"ENSG00000132170"	NA	NA	NA
"ENSG00000138379"	"ENSG00000272168"	NA	NA	NA
"ENSG00000177335"	"ENSG00000178772"	NA	NA	NA
"ENSG00000159753"	"ENSG00000171848"	NA	NA	NA
"ENSG00000101134"	"ENSG00000186326"	NA	NA	NA
"ENSG00000259498"	"ENSG00000145287"	NA	NA	NA
"ENSG00000134716"	"ENSG00000107736"	NA	NA	NA
"ENSG00000205593"	"ENSG00000116883"	NA	NA	NA
"ENSG00000151651"	"ENSG00000243978"	NA	NA	NA
"ENSG00000117154"	"ENSG00000103269"	NA	NA	NA
"ENSG00000271334"	"ENSG00000197971"	NA	NA	NA
"ENSG00000116761"	"ENSG00000198597"	NA	NA	NA
"ENSG00000080031"	"ENSG00000267811"	NA	NA	NA
"ENSG00000262097"	"ENSG00000261420"	NA	NA	NA
"ENSG00000251216"	"ENSG00000256604"	NA	NA	NA
"ENSG00000186281"	"ENSG00000172469"	NA	NA	NA
"ENSG00000132530"	"ENSG00000206432"	NA	NA	NA
"ENSG00000011405"	"ENSG00000242338"	NA	NA	NA
"ENSG00000170891"	"ENSG00000170891"	NA	NA	NA
"ENSG00000157303"	"ENSG00000203593"	NA	NA	NA
"ENSG00000227456"	"ENSG00000228794"	NA	NA	NA
"ENSG00000228794"	"ENSG00000183171"	NA	NA	NA
"ENSG00000163814"	"ENSG00000136895"	NA	NA	NA
"ENSG00000182197"	"ENSG00000135097"	NA	NA	NA
"ENSG00000196865"	"ENSG00000100292"	NA	NA	NA
"ENSG00000087085"	"ENSG00000197375"	NA	NA	NA
"ENSG00000267838"	"ENSG00000187134"	NA	NA	NA
"ENSG00000144909"	"ENSG00000109943"	NA	NA	NA
"ENSG00000178922"	"ENSG00000112290"	NA	NA	NA
"ENSG00000001561"	"ENSG00000087237"	NA	NA	NA
"ENSG00000127324"	"ENSG00000164692"	NA	NA	NA
"ENSG00000197471"	"ENSG00000102934"	NA	NA	NA
"ENSG00000138134"	"ENSG00000099869"	NA	NA	NA
"ENSG00000261827"	"ENSG00000171517"	NA	NA	NA
"ENSG00000133110"	"ENSG00000033122"	NA	NA	NA
"ENSG00000105290"	"ENSG00000104856"	NA	NA	NA
"ENSG00000125378"	"ENSG00000111335"	NA	NA	NA
"ENSG00000245025"	"ENSG00000167646"	NA	NA	NA
"ENSG00000126218"	"ENSG00000231784"	NA	NA	NA
"ENSG00000182916"	"ENSG00000105967"	NA	NA	NA
"ENSG00000185818"	"ENSG00000182272"	NA	NA	NA
"ENSG00000008277"	"ENSG00000149260"	NA	NA	NA
"ENSG00000081803"	"ENSG00000138778"	NA	NA	NA
"ENSG00000273151"	"ENSG00000145335"	NA	NA	NA
"ENSG00000272048"	"ENSG00000159674"	NA	NA	NA
"ENSG00000255571"	"ENSG00000079215"	NA	NA	NA
"ENSG00000261713"	"ENSG00000189320"	NA	NA	NA
"ENSG00000236060"	"ENSG00000210194"	NA	NA	NA
"ENSG00000143786"	"ENSG00000162551"	NA	NA	NA
"ENSG00000251661"	"ENSG00000145365"	NA	NA	NA
"ENSG00000144959"	"ENSG00000088387"	NA	NA	NA
"ENSG00000170745"	"ENSG00000175592"	NA	NA	NA
"ENSG00000172554"	"ENSG00000168280"	NA	NA	NA
"ENSG00000254810"	"ENSG00000198821"	NA	NA	NA
"ENSG00000047597"	"ENSG00000214456"	NA	NA	NA
"ENSG00000159239"	"ENSG00000204338"	NA	NA	NA
"ENSG00000272784"	"ENSG00000272301"	NA	NA	NA
"ENSG00000133107"	"ENSG00000156471"	NA	NA	NA
"ENSG00000165209"	"ENSG00000235823"	NA	NA	NA
"ENSG00000198794"	"ENSG00000261335"	NA	NA	NA
"ENSG00000122025"	"ENSG00000227781"	NA	NA	NA
"ENSG00000008517"	"ENSG00000260396"	NA	NA	NA
"ENSG00000165072"	"ENSG00000177335"	NA	NA	NA
"ENSG00000165178"	"ENSG00000186642"	NA	NA	NA
"ENSG00000141449"	"ENSG00000173598"	NA	NA	NA
"ENSG00000251286"	"ENSG00000239828"	NA	NA	NA
"ENSG00000262877"	"ENSG00000253730"	NA	NA	NA
"ENSG00000182836"	"ENSG00000072840"	NA	NA	NA
"ENSG00000125409"	"ENSG00000178175"	NA	NA	NA
"ENSG00000080986"	"ENSG00000015475"	NA	NA	NA
"ENSG00000198682"	"ENSG00000196581"	NA	NA	NA
"ENSG00000132321"	"ENSG00000264968"	NA	NA	NA
"ENSG00000102053"	"ENSG00000069702"	NA	NA	NA
"ENSG00000148848"	"ENSG00000259685"	NA	NA	NA
"ENSG00000119922"	"ENSG00000270087"	NA	NA	NA
"ENSG00000117069"	"ENSG00000215241"	NA	NA	NA
"ENSG00000185186"	"ENSG00000168356"	NA	NA	NA
"ENSG00000172236"	"ENSG00000124731"	NA	NA	NA
"ENSG00000100292"	"ENSG00000011105"	NA	NA	NA
"ENSG00000099889"	"ENSG00000183397"	NA	NA	NA
"ENSG00000265485"	"ENSG00000182179"	NA	NA	NA
"ENSG00000226853"	"ENSG00000260841"	NA	NA	NA
"ENSG00000254402"	"ENSG00000183098"	NA	NA	NA
"ENSG00000111728"	"ENSG00000180287"	NA	NA	NA
"ENSG00000263586"	"ENSG00000237310"	NA	NA	NA
"ENSG00000164303"	"ENSG00000204764"	NA	NA	NA
"ENSG00000072858"	"ENSG00000185432"	NA	NA	NA
"ENSG00000176115"	"ENSG00000103021"	NA	NA	NA
"ENSG00000264868"	"ENSG00000258311"	NA	NA	NA
"ENSG00000023839"	"ENSG00000237523"	NA	NA	NA
"ENSG00000257576"	"ENSG00000139767"	NA	NA	NA
"ENSG00000161381"	"ENSG00000137809"	NA	NA	NA
"ENSG00000137563"	"ENSG00000165171"	NA	NA	NA
"ENSG00000164181"	"ENSG00000026950"	NA	NA	NA
"ENSG00000168610"	"ENSG00000141506"	NA	NA	NA
"ENSG00000198598"	"ENSG00000150281"	NA	NA	NA
"ENSG00000165698"	"ENSG00000210144"	NA	NA	NA
"ENSG00000235092"	"ENSG00000171790"	NA	NA	NA
"ENSG00000230330"	"ENSG00000198108"	NA	NA	NA
"ENSG00000103269"	"ENSG00000152092"	NA	NA	NA
"ENSG00000142552"	"ENSG00000189221"	NA	NA	NA
"ENSG00000111799"	"ENSG00000132321"	NA	NA	NA
"ENSG00000164532"	"ENSG00000167210"	NA	NA	NA
"ENSG00000230438"	"ENSG00000123643"	NA	NA	NA
"ENSG00000247746"	"ENSG00000116761"	NA	NA	NA
"ENSG00000167077"	"ENSG00000262001"	NA	NA	NA
"ENSG00000148655"	"ENSG00000229931"	NA	NA	NA
"ENSG00000148773"	"ENSG00000102271"	NA	NA	NA
"ENSG00000175556"	"ENSG00000179406"	NA	NA	NA
"ENSG00000203876"	"ENSG00000196460"	NA	NA	NA
"ENSG00000128052"	"ENSG00000157782"	NA	NA	NA
"ENSG00000102886"	"ENSG00000112137"	NA	NA	NA
"ENSG00000165071"	"ENSG00000214870"	NA	NA	NA
"ENSG00000266993"	"ENSG00000176974"	NA	NA	NA
"ENSG00000154102"	"ENSG00000149506"	NA	NA	NA
"ENSG00000189129"	"ENSG00000164270"	NA	NA	NA
"ENSG00000072840"	"ENSG00000261244"	NA	NA	NA
"ENSG00000237187"	"ENSG00000107968"	NA	NA	NA
"ENSG00000183960"	"ENSG00000064886"	NA	NA	NA
"ENSG00000230216"	"ENSG00000124466"	NA	NA	NA
"ENSG00000091129"	"ENSG00000204305"	NA	NA	NA
"ENSG00000204305"	"ENSG00000120885"	NA	NA	NA
"ENSG00000224418"	"ENSG00000088320"	NA	NA	NA
"ENSG00000176697"	"ENSG00000185862"	NA	NA	NA
"ENSG00000163075"	"ENSG00000136436"	NA	NA	NA
"ENSG00000167608"	"ENSG00000196421"	NA	NA	NA
"ENSG00000112655"	"ENSG00000164949"	NA	NA	NA
"ENSG00000254855"	"ENSG00000134716"	NA	NA	NA
"ENSG00000171502"	"ENSG00000116183"	NA	NA	NA
"ENSG00000023909"	"ENSG00000163536"	NA	NA	NA
"ENSG00000162373"	"ENSG00000127152"	NA	NA	NA
